"k","signal_cluster","cluster_ordered","signal_mode","beta","summary_type","GLaD_0.5_unweighted","GLaD_0.5_weighted","GLaD_1_unweighted","GLaD_1_weighted","GUniFrac","aitchison","bray","euclidean","jaccard","unifrac_unweighted","unifrac_weighted_phyloseq"
12,8,11,"abundance",0.5,"power",0.08,0.03,0.03,0.03,0.1,0.08,0.05,0.07,0.05,0.06,0.04
12,8,11,"abundance",0.55,"power",0.04,0.05,0.04,0.07,0.07,0.03,0.08,0.05,0.09,0.04,0.07
12,8,11,"abundance",0.6,"power",0.07,0.02,0.03,0.04,0.06,0.06,0.01,0.03,0.03,0.05,0.01
12,8,11,"both",0.05,"power",0.07,0.06,0.04,0.05,0.05,0.03,0.02,0.04,0.03,0.03,0.05
12,8,11,"both",0.1,"power",0.04,0.04,0.04,0.04,0.05,0.05,0.08,0.07,0.07,0.06,0.08
12,8,11,"both",0.15,"power",0.04,0.07,0.03,0.09,0.05,0.06,0.07,0.09,0.07,0.05,0.08
12,8,11,"both",0.2,"power",0.1,0.08,0.02,0.09,0.07,0.06,0.08,0.04,0.06,0.08,0.08
12,8,11,"both",0.25,"power",0.05,0.05,0.12,0.01,0.03,0.06,0.03,0.02,0.02,0.03,0.02
12,8,11,"both",0.3,"power",0.08,0.04,0.04,0.04,0.11,0.08,0.04,0.04,0.05,0.09,0.07
12,8,11,"both",0.35,"power",0.11,0.02,0.04,0.03,0.11,0.12,0.09,0.05,0.08,0.12,0.06
12,8,11,"both",0.4,"power",0.12,0.1,0.06,0.07,0.1,0.15,0.07,0.09,0.09,0.08,0.12
12,8,11,"both",0.45,"power",0.22,0.04,0.09,0.07,0.18,0.21,0.06,0.07,0.06,0.19,0.09
12,8,11,"both",0.5,"power",0.25,0.08,0.1,0.05,0.24,0.24,0.12,0.08,0.11,0.19,0.09
12,8,11,"both",0.55,"power",0.32,0.08,0.07,0.08,0.36,0.37,0.17,0.08,0.17,0.22,0.12
12,8,11,"both",0.6,"power",0.36,0.07,0.13,0.03,0.31,0.37,0.08,0.05,0.06,0.24,0.11
12,8,11,"prevalence",0.05,"power",0.05,0.03,0.08,0.06,0.01,0.05,0.04,0.08,0.05,0.06,0.02
12,8,11,"prevalence",0.1,"power",0.03,0.06,0.03,0.05,0.09,0.05,0.07,0.08,0.06,0.03,0.08
12,8,11,"prevalence",0.15,"power",0.06,0.07,0.07,0.08,0.05,0.02,0.03,0.04,0.04,0.07,0.05
12,8,11,"prevalence",0.2,"power",0.11,0.08,0.07,0.06,0.08,0.08,0.07,0.04,0.07,0.06,0.06
12,8,11,"prevalence",0.25,"power",0.08,0.07,0.06,0.08,0.07,0.09,0.07,0.05,0.06,0.08,0.06
12,8,11,"prevalence",0.3,"power",0.04,0.06,0.08,0.05,0.08,0.04,0.06,0.07,0.07,0.08,0.08
12,8,11,"prevalence",0.35,"power",0.12,0.06,0.05,0.04,0.06,0.03,0.04,0.04,0.03,0.09,0.06
12,8,11,"prevalence",0.4,"power",0.2,0.06,0.13,0.07,0.07,0.13,0.08,0.09,0.07,0.19,0.1
12,8,11,"prevalence",0.45,"power",0.18,0.07,0.09,0.05,0.1,0.11,0.07,0.04,0.07,0.18,0.06
12,8,11,"prevalence",0.5,"power",0.31,0.06,0.06,0.03,0.1,0.16,0.11,0.05,0.11,0.2,0.09
12,8,11,"prevalence",0.55,"power",0.26,0.04,0.06,0.05,0.11,0.17,0.05,0.01,0.05,0.23,0.05
12,8,11,"prevalence",0.6,"power",0.36,0.06,0.09,0.07,0.14,0.17,0.06,0.07,0.07,0.28,0.07
12,9,10,"abundance",0.05,"power",0.04,0.06,0.06,0.05,0.05,0.03,0.06,0.05,0.05,0.03,0.07
12,9,10,"abundance",0.1,"power",0.03,0.03,0.07,0.05,0.01,0.02,0.02,0.01,0.01,0.03,0.03
12,9,10,"abundance",0.15,"power",0.04,0.06,0.04,0.06,0.04,0.08,0.05,0.05,0.02,0.08,0.04
12,9,10,"abundance",0.2,"power",0.06,0.08,0.05,0.09,0.07,0.05,0.08,0.06,0.09,0.06,0.1
12,9,10,"abundance",0.25,"power",0.02,0.04,0.03,0.02,0.05,0.03,0.04,0.03,0.04,0.05,0.03
12,9,10,"abundance",0.3,"power",0.02,0.06,0.08,0.06,0.07,0.04,0.08,0.07,0.05,0.02,0.05
12,9,10,"abundance",0.35,"power",0.06,0.03,0.05,0.05,0.09,0.08,0.06,0.04,0.07,0.03,0.07
12,9,10,"abundance",0.4,"power",0.05,0.03,0.03,0.03,0.05,0.02,0.04,0.06,0.04,0.06,0.04
12,9,10,"abundance",0.45,"power",0.04,0.1,0.07,0.08,0.14,0.03,0.08,0.04,0.09,0.03,0.13
12,9,10,"abundance",0.5,"power",0.06,0.1,0,0.09,0.2,0.1,0.06,0.06,0.08,0.08,0.09
12,9,10,"abundance",0.55,"power",0.06,0.12,0.04,0.11,0.2,0.08,0.1,0.07,0.09,0.05,0.17
12,9,10,"abundance",0.6,"power",0.08,0.07,0.08,0.07,0.19,0.1,0.09,0.09,0.09,0.06,0.1
12,9,10,"both",0.05,"power",0.05,0.07,0.03,0.05,0.05,0.07,0.07,0.07,0.06,0.05,0.06
12,9,10,"both",0.1,"power",0.06,0.1,0.04,0.08,0.05,0.06,0.07,0.09,0.06,0.05,0.09
12,9,10,"both",0.15,"power",0.06,0.06,0.01,0.05,0.03,0.07,0.03,0.08,0.03,0.05,0.05
12,9,10,"both",0.2,"power",0.06,0.1,0.07,0.07,0.09,0.09,0.07,0.05,0.06,0.03,0.1
12,9,10,"both",0.25,"power",0.07,0.1,0.05,0.08,0.13,0.13,0.05,0.11,0.06,0.09,0.1
12,9,10,"both",0.3,"power",0.11,0.05,0.04,0.07,0.12,0.14,0.08,0.06,0.08,0.1,0.05
12,9,10,"both",0.35,"power",0.08,0.06,0.05,0.07,0.13,0.14,0.05,0.06,0.06,0.08,0.06
12,9,10,"both",0.4,"power",0.15,0.07,0.1,0.09,0.19,0.16,0.07,0.07,0.05,0.11,0.12
12,9,10,"both",0.45,"power",0.1,0.04,0.05,0.07,0.28,0.19,0.1,0.05,0.1,0.12,0.12
12,9,10,"both",0.5,"power",0.21,0.07,0.12,0.09,0.28,0.22,0.14,0.06,0.12,0.17,0.14
12,9,10,"both",0.55,"power",0.25,0.08,0.1,0.1,0.54,0.32,0.12,0.09,0.12,0.2,0.18
12,9,10,"both",0.6,"power",0.28,0.15,0.07,0.17,0.66,0.46,0.2,0.06,0.19,0.26,0.31
12,9,10,"prevalence",0.05,"power",0.07,0.02,0.06,0.01,0.05,0.06,0.03,0.04,0.04,0.06,0.05
12,9,10,"prevalence",0.1,"power",0.06,0.05,0.05,0.06,0.04,0.05,0.04,0.04,0.05,0.05,0.05
12,9,10,"prevalence",0.15,"power",0.03,0.05,0.05,0.05,0.02,0.06,0.06,0.04,0.05,0.05,0.04
12,9,10,"prevalence",0.2,"power",0.07,0.06,0.05,0.07,0.04,0.08,0.05,0.03,0.05,0.07,0.04
12,9,10,"prevalence",0.25,"power",0.05,0.07,0.05,0.07,0.05,0.05,0.04,0.07,0.05,0.04,0.07
12,9,10,"prevalence",0.3,"power",0.06,0.03,0.06,0.04,0.02,0.07,0.07,0.02,0.07,0.07,0.04
12,9,10,"prevalence",0.35,"power",0.12,0.02,0.09,0.04,0.05,0.06,0.06,0.05,0.06,0.08,0.06
12,9,10,"prevalence",0.4,"power",0.17,0.05,0.13,0.03,0.09,0.1,0.04,0.06,0.04,0.17,0.02
12,9,10,"prevalence",0.45,"power",0.12,0.03,0.1,0.02,0.07,0.07,0.04,0.02,0.05,0.11,0.05
12,9,10,"prevalence",0.5,"power",0.22,0.05,0.14,0.03,0.07,0.08,0.04,0.03,0.06,0.18,0.04
12,9,10,"prevalence",0.55,"power",0.32,0.07,0.09,0.09,0.1,0.2,0.04,0.05,0.04,0.26,0.06
12,9,10,"prevalence",0.6,"power",0.31,0.07,0.09,0.07,0.06,0.13,0.06,0.07,0.06,0.35,0.05
12,10,8,"abundance",0.05,"power",0.09,0.05,0.08,0.05,0.09,0.07,0.04,0.03,0.05,0.1,0.04
12,10,8,"abundance",0.1,"power",0.02,0.01,0.06,0.02,0.01,0.03,0.01,0.03,0,0.06,0.02
12,10,8,"abundance",0.15,"power",0.1,0.04,0.08,0.03,0.06,0.07,0.07,0.04,0.05,0.04,0.04
12,10,8,"abundance",0.2,"power",0.05,0.08,0.04,0.07,0.03,0.06,0.06,0.04,0.07,0.05,0.06
12,10,8,"abundance",0.25,"power",0.07,0.04,0.08,0.07,0.04,0.08,0.06,0.05,0.06,0.03,0.04
12,10,8,"abundance",0.3,"power",0.08,0.05,0.04,0.05,0.07,0.02,0.08,0.08,0.1,0.07,0.08
12,10,8,"abundance",0.35,"power",0.05,0.06,0.03,0.03,0.05,0.11,0.04,0.01,0.04,0.03,0.06
12,10,8,"abundance",0.4,"power",0.07,0.09,0.05,0.07,0.15,0.08,0.12,0.06,0.13,0.03,0.09
12,10,8,"abundance",0.45,"power",0.03,0.09,0.02,0.08,0.14,0.05,0.08,0.07,0.07,0.03,0.11
12,10,8,"abundance",0.5,"power",0.05,0.02,0.06,0.07,0.14,0.04,0.07,0.03,0.07,0.04,0.04
12,10,8,"abundance",0.55,"power",0.06,0.08,0.05,0.11,0.13,0.11,0.1,0.07,0.09,0.06,0.11
12,10,8,"abundance",0.6,"power",0.05,0.1,0.07,0.1,0.21,0.11,0.19,0.09,0.17,0.07,0.15
12,10,8,"both",0.05,"power",0.04,0.06,0.03,0.04,0.07,0.06,0.03,0.06,0.03,0.03,0.07
12,10,8,"both",0.1,"power",0.04,0.06,0.09,0.07,0.08,0.08,0.07,0.05,0.07,0.07,0.07
12,10,8,"both",0.15,"power",0.05,0.08,0.04,0.05,0.07,0.06,0.05,0.05,0.06,0.06,0.06
12,10,8,"both",0.2,"power",0.07,0.1,0.06,0.08,0.07,0.07,0.08,0.05,0.07,0.08,0.08
12,10,8,"both",0.25,"power",0.07,0.06,0.06,0.06,0.1,0.11,0.1,0.06,0.08,0.04,0.08
12,10,8,"both",0.3,"power",0.11,0.05,0.06,0.06,0.12,0.12,0.07,0.03,0.07,0.12,0.04
12,10,8,"both",0.35,"power",0.15,0.05,0.1,0.04,0.1,0.18,0.07,0.03,0.07,0.16,0.06
12,10,8,"both",0.4,"power",0.12,0.09,0.08,0.09,0.19,0.17,0.17,0.12,0.18,0.1,0.12
12,10,8,"both",0.45,"power",0.1,0.11,0.06,0.1,0.29,0.31,0.16,0.05,0.14,0.18,0.18
12,10,8,"both",0.5,"power",0.17,0.16,0.07,0.14,0.35,0.37,0.2,0.05,0.2,0.15,0.23
12,10,8,"both",0.55,"power",0.29,0.17,0.08,0.18,0.52,0.46,0.3,0.12,0.29,0.27,0.28
12,10,8,"both",0.6,"power",0.33,0.19,0.09,0.16,0.55,0.7,0.35,0.1,0.33,0.35,0.3
12,10,8,"prevalence",0.05,"power",0.05,0.04,0.03,0.04,0.06,0.06,0.07,0.07,0.06,0.04,0.05
12,10,8,"prevalence",0.1,"power",0.05,0.03,0.08,0.05,0.04,0.02,0.02,0.02,0.02,0.05,0.02
12,10,8,"prevalence",0.15,"power",0.07,0.05,0.05,0.04,0.05,0.09,0.04,0.03,0.04,0.05,0.05
12,10,8,"prevalence",0.2,"power",0.06,0.04,0.05,0.04,0.04,0.06,0.03,0.04,0.05,0.07,0.04
12,10,8,"prevalence",0.25,"power",0.07,0.04,0.02,0.07,0.04,0.07,0.03,0.04,0.04,0.04,0.05
12,10,8,"prevalence",0.3,"power",0.07,0.06,0.08,0.08,0.08,0.06,0.06,0.05,0.07,0.08,0.06
12,10,8,"prevalence",0.35,"power",0.11,0.07,0.08,0.06,0.07,0.08,0.02,0.04,0.01,0.06,0.07
12,10,8,"prevalence",0.4,"power",0.11,0.02,0.06,0.05,0.04,0.12,0.02,0.01,0.02,0.1,0.02
12,10,8,"prevalence",0.45,"power",0.12,0.04,0.13,0.05,0.04,0.08,0.03,0.03,0.02,0.13,0.06
12,10,8,"prevalence",0.5,"power",0.16,0.04,0.12,0.05,0.02,0.08,0.02,0.02,0.02,0.17,0.02
12,10,8,"prevalence",0.55,"power",0.34,0.04,0.09,0.04,0.09,0.18,0.05,0.05,0.05,0.38,0.03
12,10,8,"prevalence",0.6,"power",0.38,0.04,0.14,0.04,0.08,0.29,0.07,0.03,0.07,0.41,0.05
12,11,9,"abundance",0.05,"power",0.02,0.04,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.03
12,11,9,"abundance",0.1,"power",0.06,0.04,0.04,0.05,0.02,0.06,0.02,0.03,0.02,0.04,0.06
12,11,9,"abundance",0.15,"power",0.02,0.04,0.03,0.03,0,0.04,0.01,0.01,0.03,0.04,0.01
12,11,9,"abundance",0.2,"power",0.04,0.05,0.04,0.05,0.04,0.04,0.06,0.04,0.05,0.05,0.03
12,11,9,"abundance",0.25,"power",0.06,0.03,0.07,0.02,0.03,0.04,0.04,0.05,0.04,0.04,0.03
12,11,9,"abundance",0.3,"power",0.09,0.08,0.09,0.1,0.08,0.08,0.09,0.05,0.09,0.09,0.07
12,11,9,"abundance",0.35,"power",0.05,0.11,0.02,0.09,0.07,0.05,0.11,0.09,0.1,0.02,0.1
12,11,9,"abundance",0.4,"power",0.03,0.05,0.01,0.06,0.02,0.06,0.03,0.02,0.05,0.06,0.04
12,11,9,"abundance",0.45,"power",0.06,0.07,0.04,0.06,0.11,0.04,0.07,0.1,0.08,0.05,0.09
12,11,9,"abundance",0.5,"power",0.08,0.05,0.06,0.04,0.13,0.08,0.13,0.09,0.11,0.06,0.09
12,11,9,"abundance",0.55,"power",0.01,0.06,0.01,0.06,0.08,0.03,0.07,0.05,0.07,0.03,0.07
12,11,9,"abundance",0.6,"power",0.02,0.07,0.04,0.05,0.09,0.05,0.08,0.07,0.08,0.04,0.08
12,11,9,"both",0.05,"power",0.01,0.05,0.03,0.07,0.06,0.02,0.08,0.03,0.08,0.01,0.08
12,11,9,"both",0.1,"power",0.06,0.05,0.04,0.06,0.01,0.05,0.02,0.04,0.03,0.05,0.04
12,11,9,"both",0.15,"power",0.06,0.04,0.04,0.06,0.03,0.02,0.04,0.06,0.06,0.02,0.07
12,11,9,"both",0.2,"power",0.05,0.04,0.04,0.05,0.03,0.03,0.03,0.04,0.04,0.05,0.03
12,11,9,"both",0.25,"power",0.09,0.05,0.05,0.06,0.08,0.08,0.06,0.07,0.06,0.09,0.06
12,11,9,"both",0.3,"power",0.07,0.07,0.08,0.09,0.09,0.06,0.06,0.02,0.05,0.05,0.07
12,11,9,"both",0.35,"power",0.12,0.09,0.04,0.07,0.08,0.09,0.08,0.05,0.07,0.08,0.07
12,11,9,"both",0.4,"power",0.15,0.1,0.04,0.11,0.14,0.1,0.1,0.06,0.11,0.09,0.12
12,11,9,"both",0.45,"power",0.32,0.17,0.13,0.16,0.35,0.42,0.15,0.08,0.14,0.22,0.21
12,11,9,"both",0.5,"power",0.24,0.14,0.04,0.12,0.19,0.35,0.15,0.06,0.14,0.15,0.14
12,11,9,"both",0.55,"power",0.43,0.16,0.09,0.12,0.38,0.6,0.2,0.08,0.2,0.31,0.19
12,11,9,"both",0.6,"power",0.47,0.2,0.14,0.17,0.45,0.61,0.33,0.12,0.29,0.34,0.28
12,11,9,"prevalence",0.05,"power",0.01,0.05,0.03,0.09,0.07,0.02,0.06,0.07,0.07,0.03,0.06
12,11,9,"prevalence",0.1,"power",0.08,0,0.05,0.01,0.1,0.1,0.06,0.03,0.07,0.07,0.04
12,11,9,"prevalence",0.15,"power",0.08,0.07,0.04,0.07,0.06,0.04,0.02,0.01,0.02,0.07,0.09
12,11,9,"prevalence",0.2,"power",0.1,0.04,0.05,0.04,0.04,0.11,0.05,0.06,0.05,0.1,0.06
12,11,9,"prevalence",0.25,"power",0.11,0.06,0.04,0.05,0.04,0.03,0.01,0.03,0.02,0.06,0.05
12,11,9,"prevalence",0.3,"power",0.14,0.04,0.08,0.04,0.04,0.11,0.04,0.04,0.03,0.13,0.03
12,11,9,"prevalence",0.35,"power",0.15,0.06,0.09,0.03,0.09,0.14,0.04,0.07,0.05,0.16,0.05
12,11,9,"prevalence",0.4,"power",0.15,0.02,0.07,0.01,0.04,0.06,0.04,0.05,0.03,0.11,0.04
12,11,9,"prevalence",0.45,"power",0.31,0.03,0.15,0.03,0.07,0.18,0.04,0.05,0.04,0.22,0.03
12,11,9,"prevalence",0.5,"power",0.26,0.05,0.07,0.04,0.09,0.15,0.04,0.02,0.04,0.19,0.05
12,11,9,"prevalence",0.55,"power",0.34,0.05,0.14,0.06,0.04,0.23,0.03,0.03,0.04,0.3,0.04
12,11,9,"prevalence",0.6,"power",0.4,0.02,0.09,0.03,0.09,0.24,0.01,0.05,0.01,0.28,0.06
12,12,2,"abundance",0.05,"power",0.03,0.07,0.04,0.08,0.06,0.06,0.06,0.04,0.06,0.08,0.09
12,12,2,"abundance",0.1,"power",0.06,0.06,0.04,0.04,0.06,0.04,0.08,0.04,0.08,0.05,0.06
12,12,2,"abundance",0.15,"power",0.06,0.06,0.04,0.04,0.08,0.1,0.04,0.06,0.05,0.08,0.08
12,12,2,"abundance",0.2,"power",0.07,0.04,0.03,0.08,0.07,0.04,0.06,0.08,0.06,0.06,0.07
12,12,2,"abundance",0.25,"power",0.12,0.14,0.04,0.15,0.15,0.1,0.13,0.11,0.13,0.1,0.16
12,12,2,"abundance",0.3,"power",0.08,0.1,0.04,0.08,0.12,0.06,0.14,0.11,0.11,0.02,0.11
12,12,2,"abundance",0.35,"power",0.14,0.12,0.08,0.08,0.22,0.1,0.19,0.09,0.21,0.1,0.2
12,12,2,"abundance",0.4,"power",0.06,0.2,0.06,0.12,0.19,0.05,0.18,0.12,0.16,0.07,0.2
12,12,2,"abundance",0.45,"power",0.07,0.19,0.08,0.1,0.28,0.08,0.23,0.21,0.23,0.06,0.2
12,12,2,"abundance",0.5,"power",0.05,0.28,0.03,0.23,0.35,0.04,0.29,0.18,0.27,0.06,0.34
12,12,2,"abundance",0.55,"power",0.03,0.27,0.05,0.24,0.31,0.07,0.34,0.21,0.34,0.02,0.29
12,12,2,"abundance",0.6,"power",0.05,0.41,0.05,0.28,0.47,0.03,0.46,0.29,0.45,0.05,0.45
12,12,2,"both",0.05,"power",0.03,0.05,0.04,0.06,0.06,0.03,0.03,0.05,0.02,0.03,0.04
12,12,2,"both",0.1,"power",0.09,0.09,0.04,0.1,0.05,0.09,0.05,0.06,0.07,0.07,0.06
12,12,2,"both",0.15,"power",0.07,0.02,0.06,0.02,0.08,0.08,0.08,0.03,0.07,0.08,0.08
12,12,2,"both",0.2,"power",0.05,0.08,0.02,0.08,0.08,0.08,0.03,0.03,0.03,0.05,0.08
12,12,2,"both",0.25,"power",0.07,0.1,0.05,0.06,0.13,0.1,0.1,0.11,0.11,0.1,0.12
12,12,2,"both",0.3,"power",0.1,0.11,0.11,0.1,0.15,0.09,0.14,0.05,0.13,0.08,0.15
12,12,2,"both",0.35,"power",0.07,0.19,0.04,0.12,0.23,0.14,0.18,0.09,0.16,0.08,0.19
12,12,2,"both",0.4,"power",0.13,0.27,0.07,0.27,0.38,0.18,0.27,0.18,0.27,0.17,0.3
12,12,2,"both",0.45,"power",0.12,0.2,0.12,0.17,0.42,0.23,0.21,0.19,0.22,0.21,0.25
12,12,2,"both",0.5,"power",0.17,0.43,0.05,0.3,0.56,0.28,0.41,0.28,0.4,0.25,0.55
12,12,2,"both",0.55,"power",0.28,0.55,0.07,0.4,0.77,0.37,0.59,0.32,0.57,0.38,0.61
12,12,2,"both",0.6,"power",0.35,0.52,0.14,0.37,0.79,0.49,0.62,0.35,0.63,0.34,0.63
12,12,2,"prevalence",0.05,"power",0.01,0.04,0.02,0.04,0.05,0.08,0.09,0.05,0.08,0.02,0.04
12,12,2,"prevalence",0.1,"power",0.07,0.07,0.03,0.07,0.06,0.1,0.07,0.04,0.07,0.07,0.07
12,12,2,"prevalence",0.15,"power",0.06,0.07,0.04,0.07,0.05,0.06,0.05,0.05,0.06,0.06,0.07
12,12,2,"prevalence",0.2,"power",0.06,0.01,0.02,0.01,0.07,0.08,0.05,0.01,0.04,0.06,0.02
12,12,2,"prevalence",0.25,"power",0.08,0.05,0.08,0.02,0.02,0.07,0.01,0.05,0.01,0.08,0.02
12,12,2,"prevalence",0.3,"power",0.07,0.07,0.06,0.07,0.03,0.05,0.05,0.02,0.03,0.14,0.05
12,12,2,"prevalence",0.35,"power",0.12,0.03,0.08,0.05,0.08,0.09,0.04,0.05,0.05,0.14,0.04
12,12,2,"prevalence",0.4,"power",0.07,0.05,0.12,0.05,0.04,0.07,0.05,0.04,0.07,0.12,0.03
12,12,2,"prevalence",0.45,"power",0.1,0.11,0.03,0.1,0.12,0.09,0.09,0.07,0.11,0.14,0.09
12,12,2,"prevalence",0.5,"power",0.13,0.06,0.06,0.05,0.09,0.09,0.09,0.05,0.09,0.15,0.07
12,12,2,"prevalence",0.55,"power",0.17,0.06,0.07,0.04,0.12,0.19,0.04,0.04,0.05,0.35,0.07
12,12,2,"prevalence",0.6,"power",0.25,0.08,0.09,0.09,0.14,0.18,0.08,0.05,0.09,0.38,0.07
14,1,4,"abundance",0.05,"power",0.05,0.06,0.04,0.04,0.05,0.05,0.08,0.04,0.08,0.08,0.03
14,1,4,"abundance",0.1,"power",0.04,0.03,0,0.05,0.04,0.05,0.02,0.03,0.02,0.05,0.03
14,1,4,"abundance",0.15,"power",0.08,0.03,0.07,0.04,0.04,0.08,0.06,0.07,0.06,0.05,0.03
14,1,4,"abundance",0.2,"power",0.06,0.07,0.06,0.08,0.03,0.03,0.04,0.06,0.03,0.04,0.04
14,1,4,"abundance",0.25,"power",0.01,0.09,0.03,0.1,0.02,0.06,0.05,0.06,0.06,0.04,0.04
14,1,4,"abundance",0.3,"power",0.04,0.07,0.02,0.1,0.08,0.09,0.09,0.04,0.09,0.04,0.11
14,1,4,"abundance",0.35,"power",0.06,0.1,0.04,0.07,0.07,0.07,0.04,0.08,0.04,0.04,0.09
14,1,4,"abundance",0.4,"power",0.05,0.12,0.05,0.1,0.14,0.06,0.11,0.13,0.11,0.03,0.11
14,1,4,"abundance",0.45,"power",0.09,0.05,0.08,0.04,0.12,0.08,0.07,0.08,0.07,0.08,0.09
14,1,4,"abundance",0.5,"power",0.03,0.15,0.03,0.12,0.16,0.06,0.15,0.12,0.14,0.02,0.13
14,1,4,"abundance",0.55,"power",0.05,0.15,0.05,0.1,0.18,0.08,0.14,0.13,0.13,0.08,0.18
14,1,4,"abundance",0.6,"power",0.06,0.16,0.07,0.15,0.18,0.01,0.12,0.09,0.12,0.08,0.17
14,1,4,"both",0.05,"power",0.04,0.03,0.05,0.05,0.04,0.02,0.04,0.02,0.03,0.06,0.02
14,1,4,"both",0.1,"power",0.1,0.06,0.07,0.05,0.11,0.02,0.07,0.04,0.07,0.09,0.09
14,1,4,"both",0.15,"power",0.03,0.02,0.05,0.03,0.04,0.07,0.06,0.05,0.06,0.04,0.02
14,1,4,"both",0.2,"power",0.06,0.09,0.07,0.09,0.15,0.08,0.09,0.06,0.09,0.08,0.09
14,1,4,"both",0.25,"power",0.05,0.12,0.04,0.06,0.12,0.06,0.08,0.12,0.08,0.04,0.1
14,1,4,"both",0.3,"power",0.15,0.12,0.08,0.07,0.19,0.1,0.1,0.09,0.1,0.1,0.15
14,1,4,"both",0.35,"power",0.14,0.11,0.09,0.1,0.16,0.17,0.08,0.06,0.08,0.09,0.11
14,1,4,"both",0.4,"power",0.2,0.19,0.13,0.11,0.21,0.19,0.12,0.11,0.14,0.17,0.18
14,1,4,"both",0.45,"power",0.12,0.27,0.06,0.21,0.31,0.15,0.17,0.15,0.16,0.11,0.27
14,1,4,"both",0.5,"power",0.32,0.23,0.1,0.21,0.4,0.32,0.16,0.14,0.2,0.22,0.29
14,1,4,"both",0.55,"power",0.33,0.26,0.06,0.16,0.5,0.41,0.25,0.13,0.24,0.23,0.34
14,1,4,"both",0.6,"power",0.43,0.35,0.08,0.26,0.59,0.44,0.25,0.24,0.24,0.28,0.43
14,1,4,"prevalence",0.05,"power",0.01,0.05,0.04,0.04,0.05,0.05,0.02,0.07,0.02,0.03,0.04
14,1,4,"prevalence",0.1,"power",0.03,0.02,0.07,0.04,0.04,0.08,0.04,0.06,0.02,0.04,0.02
14,1,4,"prevalence",0.15,"power",0.05,0.01,0.03,0.02,0.04,0.07,0.03,0.02,0.04,0.04,0.02
14,1,4,"prevalence",0.2,"power",0.05,0.06,0.03,0.04,0.03,0.07,0.05,0.06,0.05,0.07,0.06
14,1,4,"prevalence",0.25,"power",0.06,0.06,0.12,0.05,0.08,0.06,0.03,0.04,0.05,0.08,0.07
14,1,4,"prevalence",0.3,"power",0.07,0.01,0.05,0.02,0.06,0.07,0.05,0.03,0.06,0.06,0.07
14,1,4,"prevalence",0.35,"power",0.08,0.04,0.07,0.04,0.01,0.01,0.01,0.05,0.01,0.04,0.03
14,1,4,"prevalence",0.4,"power",0.11,0.07,0.1,0.07,0.08,0.13,0.08,0.05,0.07,0.11,0.08
14,1,4,"prevalence",0.45,"power",0.22,0.05,0.06,0.05,0.07,0.15,0.06,0.07,0.05,0.13,0.06
14,1,4,"prevalence",0.5,"power",0.18,0.04,0.06,0.05,0.07,0.11,0.07,0.06,0.06,0.13,0.08
14,1,4,"prevalence",0.55,"power",0.26,0.08,0.11,0.1,0.12,0.19,0.09,0.07,0.1,0.15,0.1
14,1,4,"prevalence",0.6,"power",0.49,0.05,0.11,0.06,0.13,0.25,0.05,0.05,0.06,0.35,0.06
14,2,5,"abundance",0.05,"power",0.05,0.01,0.05,0.04,0.01,0.05,0.01,0.03,0,0.02,0
14,2,5,"abundance",0.1,"power",0.04,0.12,0.03,0.11,0.03,0.02,0.06,0.08,0.05,0.02,0.1
14,2,5,"abundance",0.15,"power",0.06,0.05,0.04,0.04,0.06,0.06,0.08,0.06,0.08,0.06,0.05
14,2,5,"abundance",0.2,"power",0.08,0.03,0.07,0.06,0.04,0.04,0.06,0.04,0.05,0.05,0.06
14,2,5,"abundance",0.25,"power",0.04,0.06,0.03,0.07,0.03,0.03,0.06,0.04,0.06,0.03,0.04
14,2,5,"abundance",0.3,"power",0.06,0.09,0.03,0.08,0.07,0.06,0.09,0.09,0.1,0.04,0.09
14,2,5,"abundance",0.35,"power",0.04,0.07,0.06,0.08,0.05,0.02,0.08,0.06,0.08,0.03,0.1
14,2,5,"abundance",0.4,"power",0.03,0.12,0.06,0.08,0.13,0.07,0.18,0.11,0.12,0.02,0.13
14,2,5,"abundance",0.45,"power",0.03,0.17,0,0.2,0.13,0.06,0.14,0.08,0.14,0.06,0.2
14,2,5,"abundance",0.5,"power",0.02,0.1,0.07,0.1,0.11,0.04,0.14,0.12,0.12,0.07,0.09
14,2,5,"abundance",0.55,"power",0.03,0.16,0.07,0.18,0.2,0.02,0.21,0.16,0.22,0.03,0.21
14,2,5,"abundance",0.6,"power",0.07,0.21,0.02,0.2,0.25,0.1,0.24,0.18,0.23,0.07,0.23
14,2,5,"both",0.05,"power",0.09,0.02,0.03,0.05,0.05,0.07,0.04,0.08,0.04,0.01,0.03
14,2,5,"both",0.1,"power",0.07,0.04,0.1,0.05,0.04,0.04,0.03,0.05,0.03,0.08,0.06
14,2,5,"both",0.15,"power",0.05,0.02,0.05,0.05,0.01,0.04,0.01,0.06,0.02,0.08,0.02
14,2,5,"both",0.2,"power",0.07,0.07,0.07,0.05,0.15,0.12,0.09,0.06,0.11,0.08,0.13
14,2,5,"both",0.25,"power",0.07,0.08,0.09,0.09,0.06,0.06,0.07,0.04,0.07,0.03,0.07
14,2,5,"both",0.3,"power",0.14,0.09,0.08,0.1,0.1,0.12,0.13,0.08,0.09,0.14,0.12
