"k","signal_cluster","cluster_ordered","signal_mode","beta","summary_type","n_otu","avg_silhouette","mean_relative_abundance","mean_prevalence","within_cop_n_pair","within_cop_mean","within_cop_sd","within_cop_min","within_cop_q1","within_cop_median","within_cop_q3","within_cop_max","within_cop_iqr","lower_whisker","upper_whisker","n_outlier","GLaD_0.5_unweighted","GLaD_0.5_weighted","GLaD_1_unweighted","GLaD_1_weighted","GUniFrac","aitchison","bray","euclidean","jaccard","unifrac_unweighted","unifrac_weighted_phyloseq"
8,2,1,"prevalence",0.25,"power",77,0.094692237715971,0.00340299928397805,0.170995670995671,2926,0.239245874773047,0.0733595388703529,0,0.188648212229,0.234092389923,0.29344919303,0.377714252869,0.104800980801,0.031662953856,0.377714252869,7,0.15,0.06,0.09,0.07,0.1,0.13,0.06,0.05,0.05,0.11,0.05
8,2,1,"prevalence",0.3,"power",77,0.094692237715971,0.00340299928397805,0.170995670995671,2926,0.239245874773047,0.0733595388703529,0,0.188648212229,0.234092389923,0.29344919303,0.377714252869,0.104800980801,0.031662953856,0.377714252869,7,0.08,0.07,0.03,0.08,0.06,0.09,0.05,0.04,0.05,0.04,0.08
8,2,1,"prevalence",0.35,"power",77,0.094692237715971,0.00340299928397805,0.170995670995671,2926,0.239245874773047,0.0733595388703529,0,0.188648212229,0.234092389923,0.29344919303,0.377714252869,0.104800980801,0.031662953856,0.377714252869,7,0.21,0.05,0.13,0.04,0.07,0.18,0.07,0.03,0.07,0.17,0.07
8,2,1,"prevalence",0.4,"power",77,0.094692237715971,0.00340299928397805,0.170995670995671,2926,0.239245874773047,0.0733595388703529,0,0.188648212229,0.234092389923,0.29344919303,0.377714252869,0.104800980801,0.031662953856,0.377714252869,7,0.24,0.04,0.15,0.06,0.06,0.15,0.04,0.03,0.03,0.16,0.05
8,2,1,"prevalence",0.45,"power",77,0.094692237715971,0.00340299928397805,0.170995670995671,2926,0.239245874773047,0.0733595388703529,0,0.188648212229,0.234092389923,0.29344919303,0.377714252869,0.104800980801,0.031662953856,0.377714252869,7,0.32,0.08,0.13,0.07,0.1,0.23,0.06,0.07,0.06,0.23,0.11
8,2,1,"prevalence",0.5,"power",77,0.094692237715971,0.00340299928397805,0.170995670995671,2926,0.239245874773047,0.0733595388703529,0,0.188648212229,0.234092389923,0.29344919303,0.377714252869,0.104800980801,0.031662953856,0.377714252869,7,0.51,0.04,0.18,0.05,0.15,0.35,0.09,0.08,0.09,0.37,0.09
8,2,1,"prevalence",0.55,"power",77,0.094692237715971,0.00340299928397805,0.170995670995671,2926,0.239245874773047,0.0733595388703529,0,0.188648212229,0.234092389923,0.29344919303,0.377714252869,0.104800980801,0.031662953856,0.377714252869,7,0.61,0.09,0.21,0.11,0.09,0.36,0.1,0.1,0.12,0.3,0.09
8,2,1,"prevalence",0.6,"power",77,0.094692237715971,0.00340299928397805,0.170995670995671,2926,0.239245874773047,0.0733595388703529,0,0.188648212229,0.234092389923,0.29344919303,0.377714252869,0.104800980801,0.031662953856,0.377714252869,7,0.8,0.06,0.3,0.06,0.1,0.56,0.09,0.04,0.08,0.49,0.05
8,7,2,"abundance",0,"type1_error",77,0.00479525315535938,0.00263011863728081,0.167532467532468,2926,0.328454584547345,0.0567403315695777,0,0.315392314808,0.338093837144,0.354951452538,0.3805862612188,0.03955913773,0.262653402898,0.3805862612188,232,0.05,0.09,0.05,0.09,0.08,0.06,0.08,0.06,0.08,0.04,0.09
8,7,2,"abundance",0.05,"power",77,0.00479525315535938,0.00263011863728081,0.167532467532468,2926,0.328454584547345,0.0567403315695777,0,0.315392314808,0.338093837144,0.354951452538,0.3805862612188,0.03955913773,0.262653402898,0.3805862612188,232,0.02,0.04,0.03,0.04,0.03,0.04,0.05,0.04,0.04,0.02,0.02
8,7,2,"abundance",0.1,"power",77,0.00479525315535938,0.00263011863728081,0.167532467532468,2926,0.328454584547345,0.0567403315695777,0,0.315392314808,0.338093837144,0.354951452538,0.3805862612188,0.03955913773,0.262653402898,0.3805862612188,232,0.05,0.06,0.11,0.05,0.04,0.05,0.06,0.06,0.05,0.06,0.02
8,7,2,"abundance",0.15,"power",77,0.00479525315535938,0.00263011863728081,0.167532467532468,2926,0.328454584547345,0.0567403315695777,0,0.315392314808,0.338093837144,0.354951452538,0.3805862612188,0.03955913773,0.262653402898,0.3805862612188,232,0.08,0.04,0.07,0.01,0.06,0.06,0.04,0.04,0.04,0.07,0.05
8,7,2,"abundance",0.2,"power",77,0.00479525315535938,0.00263011863728081,0.167532467532468,2926,0.328454584547345,0.0567403315695777,0,0.315392314808,0.338093837144,0.354951452538,0.3805862612188,0.03955913773,0.262653402898,0.3805862612188,232,0.07,0.09,0.07,0.09,0.07,0.05,0.03,0.05,0.03,0.07,0.11
8,7,2,"abundance",0.25,"power",77,0.00479525315535938,0.00263011863728081,0.167532467532468,2926,0.328454584547345,0.0567403315695777,0,0.315392314808,0.338093837144,0.354951452538,0.3805862612188,0.03955913773,0.262653402898,0.3805862612188,232,0.06,0.09,0.02,0.1,0.13,0.04,0.1,0.1,0.09,0.06,0.12
8,7,2,"abundance",0.3,"power",77,0.00479525315535938,0.00263011863728081,0.167532467532468,2926,0.328454584547345,0.0567403315695777,0,0.315392314808,0.338093837144,0.354951452538,0.3805862612188,0.03955913773,0.262653402898,0.3805862612188,232,0.08,0.17,0.06,0.12,0.16,0.07,0.13,0.1,0.13,0.09,0.15
8,7,2,"abundance",0.35,"power",77,0.00479525315535938,0.00263011863728081,0.167532467532468,2926,0.328454584547345,0.0567403315695777,0,0.315392314808,0.338093837144,0.354951452538,0.3805862612188,0.03955913773,0.262653402898,0.3805862612188,232,0.07,0.1,0.05,0.07,0.22,0.09,0.19,0.13,0.2,0.07,0.14
8,7,2,"abundance",0.4,"power",77,0.00479525315535938,0.00263011863728081,0.167532467532468,2926,0.328454584547345,0.0567403315695777,0,0.315392314808,0.338093837144,0.354951452538,0.3805862612188,0.03955913773,0.262653402898,0.3805862612188,232,0.06,0.23,0.01,0.18,0.3,0.07,0.23,0.15,0.19,0.06,0.32
8,7,2,"abundance",0.45,"power",77,0.00479525315535938,0.00263011863728081,0.167532467532468,2926,0.328454584547345,0.0567403315695777,0,0.315392314808,0.338093837144,0.354951452538,0.3805862612188,0.03955913773,0.262653402898,0.3805862612188,232,0.02,0.29,0.04,0.28,0.38,0.06,0.31,0.13,0.29,0.02,0.37
8,7,2,"abundance",0.5,"power",77,0.00479525315535938,0.00263011863728081,0.167532467532468,2926,0.328454584547345,0.0567403315695777,0,0.315392314808,0.338093837144,0.354951452538,0.3805862612188,0.03955913773,0.262653402898,0.3805862612188,232,0.03,0.38,0.04,0.35,0.44,0.08,0.36,0.21,0.38,0.04,0.44
8,7,2,"abundance",0.55,"power",77,0.00479525315535938,0.00263011863728081,0.167532467532468,2926,0.328454584547345,0.0567403315695777,0,0.315392314808,0.338093837144,0.354951452538,0.3805862612188,0.03955913773,0.262653402898,0.3805862612188,232,0.08,0.45,0.03,0.38,0.61,0.09,0.45,0.3,0.49,0.05,0.54
8,7,2,"abundance",0.6,"power",77,0.00479525315535938,0.00263011863728081,0.167532467532468,2926,0.328454584547345,0.0567403315695777,0,0.315392314808,0.338093837144,0.354951452538,0.3805862612188,0.03955913773,0.262653402898,0.3805862612188,232,0.02,0.5,0.06,0.43,0.68,0.07,0.49,0.28,0.46,0.05,0.62
8,7,2,"both",0,"type1_error",77,0.00479525315535938,0.00263011863728081,0.167532467532468,2926,0.328454584547345,0.0567403315695777,0,0.315392314808,0.338093837144,0.354951452538,0.3805862612188,0.03955913773,0.262653402898,0.3805862612188,232,0.05,0.07,0.03,0.04,0.07,0.02,0.04,0.05,0.04,0.06,0.05
8,7,2,"both",0.05,"power",77,0.00479525315535938,0.00263011863728081,0.167532467532468,2926,0.328454584547345,0.0567403315695777,0,0.315392314808,0.338093837144,0.354951452538,0.3805862612188,0.03955913773,0.262653402898,0.3805862612188,232,0.04,0.04,0.03,0.03,0.05,0.08,0.03,0.04,0.04,0.03,0.05
8,7,2,"both",0.1,"power",77,0.00479525315535938,0.00263011863728081,0.167532467532468,2926,0.328454584547345,0.0567403315695777,0,0.315392314808,0.338093837144,0.354951452538,0.3805862612188,0.03955913773,0.262653402898,0.3805862612188,232,0.05,0.07,0.08,0.05,0.05,0.04,0.07,0.04,0.06,0.04,0.06
8,7,2,"both",0.15,"power",77,0.00479525315535938,0.00263011863728081,0.167532467532468,2926,0.328454584547345,0.0567403315695777,0,0.315392314808,0.338093837144,0.354951452538,0.3805862612188,0.03955913773,0.262653402898,0.3805862612188,232,0.05,0.05,0.05,0.06,0.1,0.1,0.08,0.04,0.06,0.05,0.03
8,7,2,"both",0.2,"power",77,0.00479525315535938,0.00263011863728081,0.167532467532468,2926,0.328454584547345,0.0567403315695777,0,0.315392314808,0.338093837144,0.354951452538,0.3805862612188,0.03955913773,0.262653402898,0.3805862612188,232,0.1,0.05,0.05,0.06,0.04,0.08,0.04,0.02,0.03,0.05,0.07
8,7,2,"both",0.25,"power",77,0.00479525315535938,0.00263011863728081,0.167532467532468,2926,0.328454584547345,0.0567403315695777,0,0.315392314808,0.338093837144,0.354951452538,0.3805862612188,0.03955913773,0.262653402898,0.3805862612188,232,0.09,0.14,0.07,0.11,0.12,0.14,0.11,0.07,0.09,0.1,0.1
8,7,2,"both",0.3,"power",77,0.00479525315535938,0.00263011863728081,0.167532467532468,2926,0.328454584547345,0.0567403315695777,0,0.315392314808,0.338093837144,0.354951452538,0.3805862612188,0.03955913773,0.262653402898,0.3805862612188,232,0.14,0.25,0.07,0.21,0.36,0.15,0.19,0.11,0.18,0.13,0.32
8,7,2,"both",0.35,"power",77,0.00479525315535938,0.00263011863728081,0.167532467532468,2926,0.328454584547345,0.0567403315695777,0,0.315392314808,0.338093837144,0.354951452538,0.3805862612188,0.03955913773,0.262653402898,0.3805862612188,232,0.09,0.25,0.07,0.23,0.34,0.23,0.27,0.18,0.26,0.16,0.27
8,7,2,"both",0.4,"power",77,0.00479525315535938,0.00263011863728081,0.167532467532468,2926,0.328454584547345,0.0567403315695777,0,0.315392314808,0.338093837144,0.354951452538,0.3805862612188,0.03955913773,0.262653402898,0.3805862612188,232,0.12,0.32,0.07,0.25,0.46,0.21,0.26,0.08,0.24,0.16,0.38
8,7,2,"both",0.45,"power",77,0.00479525315535938,0.00263011863728081,0.167532467532468,2926,0.328454584547345,0.0567403315695777,0,0.315392314808,0.338093837144,0.354951452538,0.3805862612188,0.03955913773,0.262653402898,0.3805862612188,232,0.18,0.38,0.09,0.38,0.63,0.36,0.4,0.17,0.36,0.22,0.45
8,7,2,"both",0.5,"power",77,0.00479525315535938,0.00263011863728081,0.167532467532468,2926,0.328454584547345,0.0567403315695777,0,0.315392314808,0.338093837144,0.354951452538,0.3805862612188,0.03955913773,0.262653402898,0.3805862612188,232,0.27,0.45,0.11,0.36,0.77,0.52,0.55,0.28,0.56,0.33,0.55
8,7,2,"both",0.55,"power",77,0.00479525315535938,0.00263011863728081,0.167532467532468,2926,0.328454584547345,0.0567403315695777,0,0.315392314808,0.338093837144,0.354951452538,0.3805862612188,0.03955913773,0.262653402898,0.3805862612188,232,0.32,0.56,0.15,0.51,0.95,0.72,0.69,0.3,0.67,0.45,0.76
8,7,2,"both",0.6,"power",77,0.00479525315535938,0.00263011863728081,0.167532467532468,2926,0.328454584547345,0.0567403315695777,0,0.315392314808,0.338093837144,0.354951452538,0.3805862612188,0.03955913773,0.262653402898,0.3805862612188,232,0.44,0.67,0.12,0.56,0.91,0.75,0.73,0.41,0.75,0.59,0.77
8,7,2,"prevalence",0,"type1_error",77,0.00479525315535938,0.00263011863728081,0.167532467532468,2926,0.328454584547345,0.0567403315695777,0,0.315392314808,0.338093837144,0.354951452538,0.3805862612188,0.03955913773,0.262653402898,0.3805862612188,232,0.04,0.06,0.03,0.03,0.03,0.03,0.04,0.03,0.04,0.02,0.03
8,7,2,"prevalence",0.05,"power",77,0.00479525315535938,0.00263011863728081,0.167532467532468,2926,0.328454584547345,0.0567403315695777,0,0.315392314808,0.338093837144,0.354951452538,0.3805862612188,0.03955913773,0.262653402898,0.3805862612188,232,0.14,0.05,0.05,0.06,0.04,0.07,0.1,0.11,0.08,0.12,0.04
8,7,2,"prevalence",0.1,"power",77,0.00479525315535938,0.00263011863728081,0.167532467532468,2926,0.328454584547345,0.0567403315695777,0,0.315392314808,0.338093837144,0.354951452538,0.3805862612188,0.03955913773,0.262653402898,0.3805862612188,232,0.05,0.03,0.02,0.04,0.04,0.07,0.05,0.06,0.04,0.04,0.05
8,7,2,"prevalence",0.15,"power",77,0.00479525315535938,0.00263011863728081,0.167532467532468,2926,0.328454584547345,0.0567403315695777,0,0.315392314808,0.338093837144,0.354951452538,0.3805862612188,0.03955913773,0.262653402898,0.3805862612188,232,0.07,0.03,0.05,0.04,0.03,0.06,0.04,0.05,0.04,0.05,0.02
8,7,2,"prevalence",0.2,"power",77,0.00479525315535938,0.00263011863728081,0.167532467532468,2926,0.328454584547345,0.0567403315695777,0,0.315392314808,0.338093837144,0.354951452538,0.3805862612188,0.03955913773,0.262653402898,0.3805862612188,232,0.08,0.04,0.08,0.05,0.05,0.05,0.05,0.03,0.04,0.07,0.08
8,7,2,"prevalence",0.25,"power",77,0.00479525315535938,0.00263011863728081,0.167532467532468,2926,0.328454584547345,0.0567403315695777,0,0.315392314808,0.338093837144,0.354951452538,0.3805862612188,0.03955913773,0.262653402898,0.3805862612188,232,0.06,0.02,0.13,0.01,0.03,0.05,0.02,0.03,0.02,0.05,0.02
8,7,2,"prevalence",0.3,"power",77,0.00479525315535938,0.00263011863728081,0.167532467532468,2926,0.328454584547345,0.0567403315695777,0,0.315392314808,0.338093837144,0.354951452538,0.3805862612188,0.03955913773,0.262653402898,0.3805862612188,232,0.09,0.03,0.08,0.04,0.05,0.07,0.04,0.04,0.04,0.12,0.06
8,7,2,"prevalence",0.35,"power",77,0.00479525315535938,0.00263011863728081,0.167532467532468,2926,0.328454584547345,0.0567403315695777,0,0.315392314808,0.338093837144,0.354951452538,0.3805862612188,0.03955913773,0.262653402898,0.3805862612188,232,0.12,0.08,0.1,0.1,0.07,0.09,0.03,0.03,0.03,0.18,0.06
8,7,2,"prevalence",0.4,"power",77,0.00479525315535938,0.00263011863728081,0.167532467532468,2926,0.328454584547345,0.0567403315695777,0,0.315392314808,0.338093837144,0.354951452538,0.3805862612188,0.03955913773,0.262653402898,0.3805862612188,232,0.14,0.06,0.08,0.06,0.06,0.12,0.04,0.03,0.05,0.18,0.05
8,7,2,"prevalence",0.45,"power",77,0.00479525315535938,0.00263011863728081,0.167532467532468,2926,0.328454584547345,0.0567403315695777,0,0.315392314808,0.338093837144,0.354951452538,0.3805862612188,0.03955913773,0.262653402898,0.3805862612188,232,0.3,0.08,0.03,0.13,0.09,0.2,0.06,0.06,0.05,0.32,0.1
8,7,2,"prevalence",0.5,"power",77,0.00479525315535938,0.00263011863728081,0.167532467532468,2926,0.328454584547345,0.0567403315695777,0,0.315392314808,0.338093837144,0.354951452538,0.3805862612188,0.03955913773,0.262653402898,0.3805862612188,232,0.32,0.02,0.18,0.02,0.05,0.19,0.04,0.03,0.02,0.42,0.02
8,7,2,"prevalence",0.55,"power",77,0.00479525315535938,0.00263011863728081,0.167532467532468,2926,0.328454584547345,0.0567403315695777,0,0.315392314808,0.338093837144,0.354951452538,0.3805862612188,0.03955913773,0.262653402898,0.3805862612188,232,0.3,0.05,0.16,0.03,0.14,0.23,0.09,0.07,0.08,0.47,0.08
8,7,2,"prevalence",0.6,"power",77,0.00479525315535938,0.00263011863728081,0.167532467532468,2926,0.328454584547345,0.0567403315695777,0,0.315392314808,0.338093837144,0.354951452538,0.3805862612188,0.03955913773,0.262653402898,0.3805862612188,232,0.45,0.07,0.18,0.06,0.06,0.24,0.03,0.03,0.03,0.51,0.05
8,4,3,"abundance",0,"type1_error",77,0.14360327055421,0.0019251432613828,0.155627705627706,2926,0.31750192088757,0.105188839103158,0.00315209675,0.256987014129,0.338093837173,0.4151061077398,0.4151061077558,0.1581190936108,0.02338390966,0.4151061077558,5,0.05,0.03,0.03,0.04,0.02,0.06,0.06,0.08,0.06,0.02,0.03
8,4,3,"abundance",0.05,"power",77,0.14360327055421,0.0019251432613828,0.155627705627706,2926,0.31750192088757,0.105188839103158,0.00315209675,0.256987014129,0.338093837173,0.4151061077398,0.4151061077558,0.1581190936108,0.02338390966,0.4151061077558,5,0.03,0.07,0.02,0.07,0.04,0.02,0.06,0.08,0.05,0.04,0.05
8,4,3,"abundance",0.1,"power",77,0.14360327055421,0.0019251432613828,0.155627705627706,2926,0.31750192088757,0.105188839103158,0.00315209675,0.256987014129,0.338093837173,0.4151061077398,0.4151061077558,0.1581190936108,0.02338390966,0.4151061077558,5,0.04,0.06,0.06,0.05,0.1,0.05,0.07,0.03,0.06,0.02,0.07
8,4,3,"abundance",0.15,"power",77,0.14360327055421,0.0019251432613828,0.155627705627706,2926,0.31750192088757,0.105188839103158,0.00315209675,0.256987014129,0.338093837173,0.4151061077398,0.4151061077558,0.1581190936108,0.02338390966,0.4151061077558,5,0.04,0.03,0.05,0.04,0.03,0.06,0.09,0.08,0.08,0.06,0.05
8,4,3,"abundance",0.2,"power",77,0.14360327055421,0.0019251432613828,0.155627705627706,2926,0.31750192088757,0.105188839103158,0.00315209675,0.256987014129,0.338093837173,0.4151061077398,0.4151061077558,0.1581190936108,0.02338390966,0.4151061077558,5,0.03,0.06,0.05,0.05,0.09,0.06,0.06,0.03,0.05,0.03,0.07
8,4,3,"abundance",0.25,"power",77,0.14360327055421,0.0019251432613828,0.155627705627706,2926,0.31750192088757,0.105188839103158,0.00315209675,0.256987014129,0.338093837173,0.4151061077398,0.4151061077558,0.1581190936108,0.02338390966,0.4151061077558,5,0.07,0.12,0.05,0.1,0.11,0.07,0.12,0.06,0.11,0.04,0.11
8,4,3,"abundance",0.3,"power",77,0.14360327055421,0.0019251432613828,0.155627705627706,2926,0.31750192088757,0.105188839103158,0.00315209675,0.256987014129,0.338093837173,0.4151061077398,0.4151061077558,0.1581190936108,0.02338390966,0.4151061077558,5,0.06,0.11,0.07,0.09,0.13,0.04,0.09,0.06,0.07,0.07,0.14
8,4,3,"abundance",0.35,"power",77,0.14360327055421,0.0019251432613828,0.155627705627706,2926,0.31750192088757,0.105188839103158,0.00315209675,0.256987014129,0.338093837173,0.4151061077398,0.4151061077558,0.1581190936108,0.02338390966,0.4151061077558,5,0.02,0.09,0.04,0.1,0.23,0.03,0.19,0.1,0.2,0.03,0.23
8,4,3,"abundance",0.4,"power",77,0.14360327055421,0.0019251432613828,0.155627705627706,2926,0.31750192088757,0.105188839103158,0.00315209675,0.256987014129,0.338093837173,0.4151061077398,0.4151061077558,0.1581190936108,0.02338390966,0.4151061077558,5,0.05,0.2,0.04,0.11,0.22,0.05,0.15,0.12,0.16,0.04,0.25
8,4,3,"abundance",0.45,"power",77,0.14360327055421,0.0019251432613828,0.155627705627706,2926,0.31750192088757,0.105188839103158,0.00315209675,0.256987014129,0.338093837173,0.4151061077398,0.4151061077558,0.1581190936108,0.02338390966,0.4151061077558,5,0.07,0.15,0.05,0.13,0.3,0.07,0.16,0.13,0.18,0.03,0.3
8,4,3,"abundance",0.5,"power",77,0.14360327055421,0.0019251432613828,0.155627705627706,2926,0.31750192088757,0.105188839103158,0.00315209675,0.256987014129,0.338093837173,0.4151061077398,0.4151061077558,0.1581190936108,0.02338390966,0.4151061077558,5,0.04,0.21,0.06,0.07,0.35,0.07,0.21,0.15,0.19,0.07,0.34
8,4,3,"abundance",0.55,"power",77,0.14360327055421,0.0019251432613828,0.155627705627706,2926,0.31750192088757,0.105188839103158,0.00315209675,0.256987014129,0.338093837173,0.4151061077398,0.4151061077558,0.1581190936108,0.02338390966,0.4151061077558,5,0.07,0.24,0.07,0.18,0.45,0.1,0.26,0.14,0.27,0.06,0.35
8,4,3,"abundance",0.6,"power",77,0.14360327055421,0.0019251432613828,0.155627705627706,2926,0.31750192088757,0.105188839103158,0.00315209675,0.256987014129,0.338093837173,0.4151061077398,0.4151061077558,0.1581190936108,0.02338390966,0.4151061077558,5,0.02,0.23,0.05,0.14,0.45,0.04,0.31,0.23,0.29,0.02,0.45
8,4,3,"both",0,"type1_error",77,0.14360327055421,0.0019251432613828,0.155627705627706,2926,0.31750192088757,0.105188839103158,0.00315209675,0.256987014129,0.338093837173,0.4151061077398,0.4151061077558,0.1581190936108,0.02338390966,0.4151061077558,5,0.03,0.09,0.03,0.07,0.05,0.03,0.04,0.05,0.04,0.05,0.07
8,4,3,"both",0.05,"power",77,0.14360327055421,0.0019251432613828,0.155627705627706,2926,0.31750192088757,0.105188839103158,0.00315209675,0.256987014129,0.338093837173,0.4151061077398,0.4151061077558,0.1581190936108,0.02338390966,0.4151061077558,5,0.07,0.05,0.09,0.04,0.06,0.05,0.04,0.05,0.04,0.04,0.04
8,4,3,"both",0.1,"power",77,0.14360327055421,0.0019251432613828,0.155627705627706,2926,0.31750192088757,0.105188839103158,0.00315209675,0.256987014129,0.338093837173,0.4151061077398,0.4151061077558,0.1581190936108,0.02338390966,0.4151061077558,5,0.05,0.05,0.05,0.03,0.04,0.02,0.03,0.07,0.04,0.02,0.06
8,4,3,"both",0.15,"power",77,0.14360327055421,0.0019251432613828,0.155627705627706,2926,0.31750192088757,0.105188839103158,0.00315209675,0.256987014129,0.338093837173,0.4151061077398,0.4151061077558,0.1581190936108,0.02338390966,0.4151061077558,5,0.06,0.07,0.04,0.07,0.11,0.06,0.09,0.05,0.09,0.04,0.09
8,4,3,"both",0.2,"power",77,0.14360327055421,0.0019251432613828,0.155627705627706,2926,0.31750192088757,0.105188839103158,0.00315209675,0.256987014129,0.338093837173,0.4151061077398,0.4151061077558,0.1581190936108,0.02338390966,0.4151061077558,5,0.11,0.06,0.04,0.06,0.14,0.11,0.07,0.03,0.08,0.05,0.1
8,4,3,"both",0.25,"power",77,0.14360327055421,0.0019251432613828,0.155627705627706,2926,0.31750192088757,0.105188839103158,0.00315209675,0.256987014129,0.338093837173,0.4151061077398,0.4151061077558,0.1581190936108,0.02338390966,0.4151061077558,5,0.06,0.08,0.1,0.05,0.17,0.08,0.11,0.06,0.1,0.05,0.17
8,4,3,"both",0.3,"power",77,0.14360327055421,0.0019251432613828,0.155627705627706,2926,0.31750192088757,0.105188839103158,0.00315209675,0.256987014129,0.338093837173,0.4151061077398,0.4151061077558,0.1581190936108,0.02338390966,0.4151061077558,5,0.12,0.07,0.11,0.06,0.24,0.13,0.11,0.07,0.12,0.14,0.14
8,4,3,"both",0.35,"power",77,0.14360327055421,0.0019251432613828,0.155627705627706,2926,0.31750192088757,0.105188839103158,0.00315209675,0.256987014129,0.338093837173,0.4151061077398,0.4151061077558,0.1581190936108,0.02338390966,0.4151061077558,5,0.19,0.2,0.12,0.09,0.33,0.19,0.1,0.09,0.11,0.13,0.29
8,4,3,"both",0.4,"power",77,0.14360327055421,0.0019251432613828,0.155627705627706,2926,0.31750192088757,0.105188839103158,0.00315209675,0.256987014129,0.338093837173,0.4151061077398,0.4151061077558,0.1581190936108,0.02338390966,0.4151061077558,5,0.25,0.15,0.15,0.08,0.44,0.25,0.17,0.12,0.17,0.16,0.39
8,4,3,"both",0.45,"power",77,0.14360327055421,0.0019251432613828,0.155627705627706,2926,0.31750192088757,0.105188839103158,0.00315209675,0.256987014129,0.338093837173,0.4151061077398,0.4151061077558,0.1581190936108,0.02338390966,0.4151061077558,5,0.36,0.41,0.23,0.24,0.65,0.46,0.4,0.29,0.38,0.19,0.6
8,4,3,"both",0.5,"power",77,0.14360327055421,0.0019251432613828,0.155627705627706,2926,0.31750192088757,0.105188839103158,0.00315209675,0.256987014129,0.338093837173,0.4151061077398,0.4151061077558,0.1581190936108,0.02338390966,0.4151061077558,5,0.34,0.31,0.19,0.18,0.75,0.47,0.36,0.13,0.38,0.23,0.6
8,4,3,"both",0.55,"power",77,0.14360327055421,0.0019251432613828,0.155627705627706,2926,0.31750192088757,0.105188839103158,0.00315209675,0.256987014129,0.338093837173,0.4151061077398,0.4151061077558,0.1581190936108,0.02338390966,0.4151061077558,5,0.49,0.49,0.24,0.33,0.88,0.73,0.56,0.27,0.56,0.28,0.77
8,4,3,"both",0.6,"power",77,0.14360327055421,0.0019251432613828,0.155627705627706,2926,0.31750192088757,0.105188839103158,0.00315209675,0.256987014129,0.338093837173,0.4151061077398,0.4151061077558,0.1581190936108,0.02338390966,0.4151061077558,5,0.64,0.54,0.2,0.39,0.96,0.81,0.62,0.29,0.62,0.33,0.86
8,4,3,"prevalence",0,"type1_error",77,0.14360327055421,0.0019251432613828,0.155627705627706,2926,0.31750192088757,0.105188839103158,0.00315209675,0.256987014129,0.338093837173,0.4151061077398,0.4151061077558,0.1581190936108,0.02338390966,0.4151061077558,5,0.03,0.08,0.07,0.07,0.05,0.09,0.02,0.03,0.03,0.03,0.07
8,4,3,"prevalence",0.05,"power",77,0.14360327055421,0.0019251432613828,0.155627705627706,2926,0.31750192088757,0.105188839103158,0.00315209675,0.256987014129,0.338093837173,0.4151061077398,0.4151061077558,0.1581190936108,0.02338390966,0.4151061077558,5,0.02,0.05,0.02,0.05,0.03,0.03,0.08,0.06,0.07,0.02,0.05
8,4,3,"prevalence",0.1,"power",77,0.14360327055421,0.0019251432613828,0.155627705627706,2926,0.31750192088757,0.105188839103158,0.00315209675,0.256987014129,0.338093837173,0.4151061077398,0.4151061077558,0.1581190936108,0.02338390966,0.4151061077558,5,0.02,0.05,0.04,0.05,0.08,0.04,0.08,0.03,0.07,0.04,0.08
8,4,3,"prevalence",0.15,"power",77,0.14360327055421,0.0019251432613828,0.155627705627706,2926,0.31750192088757,0.105188839103158,0.00315209675,0.256987014129,0.338093837173,0.4151061077398,0.4151061077558,0.1581190936108,0.02338390966,0.4151061077558,5,0.07,0.07,0.06,0.07,0.06,0.08,0.05,0.07,0.04,0.08,0.08
8,4,3,"prevalence",0.2,"power",77,0.14360327055421,0.0019251432613828,0.155627705627706,2926,0.31750192088757,0.105188839103158,0.00315209675,0.256987014129,0.338093837173,0.4151061077398,0.4151061077558,0.1581190936108,0.02338390966,0.4151061077558,5,0.16,0.07,0.08,0.05,0.09,0.08,0.04,0.05,0.03,0.11,0.07
8,4,3,"prevalence",0.25,"power",77,0.14360327055421,0.0019251432613828,0.155627705627706,2926,0.31750192088757,0.105188839103158,0.00315209675,0.256987014129,0.338093837173,0.4151061077398,0.4151061077558,0.1581190936108,0.02338390966,0.4151061077558,5,0.06,0.03,0.07,0.05,0.01,0.02,0.02,0.01,0.03,0.05,0.03
8,4,3,"prevalence",0.3,"power",77,0.14360327055421,0.0019251432613828,0.155627705627706,2926,0.31750192088757,0.105188839103158,0.00315209675,0.256987014129,0.338093837173,0.4151061077398,0.4151061077558,0.1581190936108,0.02338390966,0.4151061077558,5,0.15,0.08,0.09,0.1,0.05,0.09,0.02,0.04,0.02,0.09,0.08
8,4,3,"prevalence",0.35,"power",77,0.14360327055421,0.0019251432613828,0.155627705627706,2926,0.31750192088757,0.105188839103158,0.00315209675,0.256987014129,0.338093837173,0.4151061077398,0.4151061077558,0.1581190936108,0.02338390966,0.4151061077558,5,0.17,0.05,0.12,0.06,0.06,0.11,0.03,0.03,0.03,0.08,0.07
8,4,3,"prevalence",0.4,"power",77,0.14360327055421,0.0019251432613828,0.155627705627706,2926,0.31750192088757,0.105188839103158,0.00315209675,0.256987014129,0.338093837173,0.4151061077398,0.4151061077558,0.1581190936108,0.02338390966,0.4151061077558,5,0.11,0.05,0.08,0.03,0.08,0.12,0.08,0.06,0.07,0.06,0.08
