"","source","Dissimilarity","IsMetric","IsEuclidean","FNI","pseudo_F","pseudo_R2","p_value","MiRKAT_Rsquared"
"43","covid","mountford","YES","YES",0,1.00491722069313,0.119157950225114,0,0.0169168534588348
"44","covid","raup","NO","NO",0.491496819776215,0.414953540944113,0.0529039612364162,0.143143143143143,-0.00886387470069407
"45","covid","binomial","YES","NO",0.0081437723989146,1.48165427072468,0.166286951725782,0,0.0158639217242039
"46","covid","chao","NO","NO",0.171515033797077,1.43091035403673,0.161511744044185,0.012012012012012,0.0101354159314865
"47","covid","cao","YES","YES",0,1.46082996043036,0.164333895670156,0,0.0144402901063081
"48","covid","mahalanobis","YES","YES",5.51124787863338e-17,1.00000000000001,0.118644067796611,0.004004004004004,0.0169491525423732
"49","covid","chisq","YES","YES",0,1.25247289482425,0.144276753828891,0,0.0182626293744943
"50","covid","chord","YES","YES",0,1.20487738074533,0.139559219885,0.02002002002002,0.0150520884038204
"51","covid","hellinger","YES","YES",1.14520967171595e-17,1.4194006245883,0.160421011284887,0,0.0135364875439707
"52","covid","aitchison","YES","YES",0,1.57557758104972,0.174983508087903,0,0.0134836176674398
"53","covid","robust.aitchison","YES","YES",0,1.31387568380504,0.150286946768602,0,0.0150555358259658
"54","covid","unifrac_unweighted","YES","YES",1.13669126873857e-17,1.30057706684597,0.148992432369405,0,0.0150704852400799
"55","covid","unifrac_weighted_phyloseq","NO","NO",0.0714406078625289,1.85404468559508,0.199732991517937,0.002002002002002,0.00881558500350201
"56","covid","unifrac_weighted_gunifrac","YES","NO",0.0438088570436827,1.21979761724774,0.141043659305614,0.136136136136136,0.0137673209318061
"57","covid","GUniFrac","YES","NO",0.000409559143766065,1.40479442992655,0.15903274611626,0.001001001001001,0.0150474952020763
"58","HIV_gut","GLaD_0.5_weighted","YES","YES",0,1.14349662149673,0.085149948824075,0.225225225225225,0.0127070227665794
"59","HIV_gut","GLaD_0.5_unweighted","YES","YES",6.05602834337921e-18,1.21959761449346,0.0903050313465695,0.005005005005005,0.0153275649028121
"60","HIV_gut","GLaD_1_weighted","YES","YES",0,1.09726422193855,0.0819895377782381,0.352352352352352,0.0122370716080884
"61","HIV_gut","GLaD_1_unweighted","YES","YES",0,1.5871060096317,0.114403991102237,0.005005005005005,0.0253318249855601
"62","HIV_gut","manhattan","YES","NO",0.0441049746624039,1.0172297344663,0.0764665124444004,0.461461461461461,0.014639952987534
"63","HIV_gut","euclidean","YES","YES",0,0.936583533277882,0.0708336437508311,0.542542542542543,0.0133813815847787
"64","HIV_gut","canberra","YES","YES",0,1.11110290486155,0.082937826877504,0,0.0128674077486579
"65","HIV_gut","clark","YES","YES",0,1.07363358096065,0.0803657178236104,0,0.0121537159638706
"66","HIV_gut","bray","YES","NO",0.0141244831344151,1.25060320754921,0.0923887318815908,0.025025025025025,0.0146327988191488
"67","HIV_gut","kulczynski","YES","NO",0.0223033396961369,1.25108533372304,0.0924210573322385,0.026026026026026,0.0151258023390185
"68","HIV_gut","jaccard","YES","YES",0,1.17050553592439,0.086986207972177,0.011011011011011,0.0139748097984163
"69","HIV_gut","gower","YES","NO",0.0815649848803681,1.0606123981608,0.0794684877182143,0.386386386386386,0.0124926841940546
"70","HIV_gut","altGower","NO","NO",0.175893037176345,0.742617113642061,0.0570001706955926,0.825825825825826,0.00394096927623876
"71","HIV_gut","morisita","NO","NO",0.129924423721475,1.14989839733921,0.0855858548817495,0.237237237237237,0.0117551702606085
"72","HIV_gut","horn","NO","NO",0.129707075623848,1.15015339782626,0.0856032096263676,0.229229229229229,0.0117608460117096
"73","HIV_gut","binomial","YES","NO",0.0254689428745747,1.18799191028006,0.0881711307192705,0.113113113113113,0.0159868543730717
"74","HIV_gut","chao","NO","NO",0.204302211364198,1.02449062541323,0.0769703120465668,0.445445445445445,0.0109727149433795
"75","HIV_gut","cao","YES","NO",0.0131497571158763,1.17224855129479,0.0871044574496175,0.022022022022022,0.015479707567589
"76","HIV_gut","chisq","YES","YES",0,1.12248370042222,0.0837162235807388,0.195195195195195,0.0153059618734984
"77","HIV_gut","chord","YES","YES",0,1.2686319794155,0.0935959547292378,0.03003003003003,0.0155471421340368
"78","HIV_gut","hellinger","YES","YES",1.85199254144403e-17,1.22859280879736,0.0909105291307392,0.018018018018018,0.0141732047837335
"79","HIV_gut","aitchison","YES","YES",1.51195420197816e-17,1.13900082669769,0.0848435752386741,0.046046046046046,0.0152451307500487
"80","HIV_gut","robust.aitchison","YES","YES",1.0713408171198e-18,1.09049203289513,0.081524761723958,0.0800800800800801,0.012846119283129
"81","HIV_gut","unifrac_unweighted","YES","YES",4.89560820918112e-18,1.16121501190494,0.086355403988815,0,0.0140057531778553
"82","HIV_gut","unifrac_weighted_phyloseq","YES","NO",0.081911927938476,0.938813630908394,0.0709903322695054,0.476476476476476,0.00786297296103289
"83","HIV_gut","unifrac_weighted_gunifrac","YES","NO",0.0852189921324776,1.02872984552271,0.0772641978427929,0.403403403403403,0.00957405784050317
"84","HIV_gut","GUniFrac","YES","NO",0.00861620725135041,1.20288244056672,0.0891777302692312,0.0710710710710711,0.0135194952865358
"85","IBD_16s","GLaD_0.5_weighted","YES","YES",0,1.64484445268556,0.120546955180704,0.00600600600600601,0.025747531545248
"86","IBD_16s","GLaD_0.5_unweighted","YES","YES",0,1.14173234393476,0.0868783744832314,0.04004004004004,0.0100373726433197
"87","IBD_16s","GLaD_1_weighted","YES","YES",2.40465689119165e-16,1.66691854510688,0.121967401766924,0.03003003003003,0.037511130831282
"88","IBD_16s","GLaD_1_unweighted","YES","YES",3.02063482295413e-16,1.52005376084204,0.112429564832394,0.021021021021021,0.0123537989285816
"89","IBD_16s","manhattan","YES","NO",0.0861130018901854,1.28003195963358,0.0963877168010145,0.022022022022022,0.0122783511697406
"90","IBD_16s","euclidean","YES","YES",5.49956504137431e-18,1.38656354887358,0.103578752217574,0.0630630630630631,0.022455198111469
"91","IBD_16s","canberra","YES","YES",0,1.1348698583252,0.0864013020734953,0,0.00662766184912193
"92","IBD_16s","clark","YES","YES",0,1.09341799495614,0.0835089810298083,0,0.00630416110169652
"93","IBD_16s","bray","YES","NO",0.0426991356435863,1.38867336885877,0.103720012476272,0,0.0131367542471358
"94","IBD_16s","kulczynski","NO","NO",0.0785218500712112,1.34608459532619,0.100859887835387,0,0.0116009716005644
"95","IBD_16s","jaccard","YES","YES",0,1.32151267182929,0.0992013973476049,0,0.0110845224409639
"96","IBD_16s","gower","NO","NO",0.105281204927875,0.768979235396675,0.0602224517105487,0.918918918918919,0.00336398169554166
"97","IBD_16s","altGower","NO","NO",0.387869055544034,0.769141346995181,0.0602343827274004,0.684684684684685,-0.0127573564401836
"98","IBD_16s","morisita","NO","NO",0.138063008701062,1.24426744522541,0.0939476230279519,0.00900900900900901,0.0156986877222313
"99","IBD_16s","horn","NO","NO",0.135498684775126,1.24715215589169,0.0941449257331145,0.021021021021021,0.0158326091489131
"100","IBD_16s","binomial","YES","NO",0.0366941979057732,0.97347806210013,0.0750360125049261,0.518518518518518,0.00545063224450876
"101","IBD_16s","chao","NO","NO",0.250962520677871,1.09752098441149,0.0837960852070969,0.202202202202202,0.00995785279929302
"102","IBD_16s","cao","NO","NO",0.0240406130331011,1.32688627742749,0.0995646132041292,0,0.0088861453497991
"103","IBD_16s","chisq","YES","YES",1.40579788469033e-17,0.5801801050955,0.0461185849684697,0.63963963963964,0.00634317077216232
"104","IBD_16s","chord","YES","YES",2.70580362049176e-18,1.37653892587374,0.102906957734123,0,0.0168201788556703
"105","IBD_16s","hellinger","YES","YES",0,1.45618851277284,0.108217011926565,0,0.0134191374143425
"106","IBD_16s","aitchison","YES","YES",0,1.21708962404184,0.092084540444362,0.003003003003003,0.0090556645589528
"107","IBD_16s","robust.aitchison","YES","YES",2.5598467749233e-18,1.13335026216225,0.0862955940060076,0.015015015015015,0.0067626181675442
"108","IBD_16s","unifrac_unweighted","YES","YES",1.75690549486253e-17,1.19700292224799,0.0907026337192091,0,0.00898916899594681
"109","IBD_16s","unifrac_weighted_phyloseq","NO","NO",0.118088187490641,0.986425589504026,0.075958205951704,0.512512512512513,0.0103445230483557
"110","IBD_16s","unifrac_weighted_gunifrac","NO","NO",0.118027863448014,1.4507030479628,0.107853325048501,0.01001001001001,0.019079449374557
"111","IBD_16s","GUniFrac","YES","NO",0.0350271138426993,1.4980548777112,0.110983018759605,0,0.0159747977852666
"112","IBD_wgs","GLaD_0.5_weighted","YES","YES",0,1.49605999861106,0.118458579861233,0.012012012012012,0.0360354267229295
"113","IBD_wgs","GLaD_0.5_unweighted","YES","YES",2.99700615735841e-18,1.18426188719749,0.0961439198150931,0.00600600600600601,0.0113237443492472
"114","IBD_wgs","GLaD_1_weighted","YES","YES",2.85531209674761e-16,1.72702693589859,0.134290711904118,0.00900900900900901,0.0537616660822481
"115","IBD_wgs","GLaD_1_unweighted","YES","YES",2.34889021097158e-16,1.71228922408969,0.133297488419525,0.004004004004004,0.04369381931631
"116","IBD_wgs","manhattan","YES","NO",0.130718535003804,0.989708163781797,0.0816386023274204,0.457457457457457,0.00620634739950612
"117","IBD_wgs","euclidean","YES","YES",1.62086458233568e-17,1.23797827414522,0.10006847401668,0.165165165165165,0.0117672916527162
"118","IBD_wgs","canberra","YES","YES",6.46647661037419e-18,1.16280767085198,0.0945668783772233,0,0.00844769874903461
"119","IBD_wgs","clark","YES","YES",0,1.12062696219874,0.0914501871372416,0.001001001001001,0.00771382980379316
"120","IBD_wgs","bray","YES","NO",0.039565019860804,1.31193729858609,0.105416534311537,0,0.0129115467234165
"121","IBD_wgs","kulczynski","NO","NO",0.114041432850307,1.23950203991333,0.100179304300246,0.00700700700700701,0.0117271969252153
"122","IBD_wgs","jaccard","YES","YES",9.03606658057624e-19,1.269410304135,0.102349152835841,0,0.0106662551821342
"123","IBD_wgs","gower","YES","NO",0.0679597780596586,1.10698203009474,0.0904373782232938,0.257257257257257,0.00747897815193855
"124","IBD_wgs","altGower","NO","NO",0.134740367461541,0.967266896467405,0.0799354476718659,0.485485485485485,0.00721546061102891
"125","IBD_wgs","morisita","NO","NO",0.147674086324012,1.16913657507948,0.0950326709825957,0.057057057057057,0.0112750617859266
"126","IBD_wgs","horn","NO","NO",0.14702939451714,1.16920859955892,0.0950379690584842,0.037037037037037,0.0112834949780642
"127","IBD_wgs","binomial","YES","NO",0.00859035033298545,1.29102540941542,0.103910828409467,0.00700700700700701,0.0116514855870018
"128","IBD_wgs","chao","NO","NO",0.417110980779106,0.757318831552993,0.0636902687128796,0.717717717717718,0.00959635687096621
"129","IBD_wgs","cao","YES","NO",0.0019770338687119,1.27088663068197,0.102455989523631,0.0580580580580581,0.0142228721976684
"130","IBD_wgs","chisq","YES","YES",2.24291654726802e-17,1.49001058789471,0.118036123961499,0.13013013013013,0.0047103243661309
"131","IBD_wgs","chord","YES","YES",3.41470529694037e-18,1.33429826438957,0.107020989025155,0,0.0123201312724618
"132","IBD_wgs","hellinger","YES","YES",8.05223446073827e-18,1.44980246322224,0.115217898516131,0,0.01673531342421
"133","IBD_wgs","aitchison","YES","YES",3.01601049222577e-18,1.30598214644855,0.104988264713699,0.003003003003003,0.0140083985538077
"134","IBD_wgs","robust.aitchison","YES","YES",1.34475992755043e-18,1.23021567056994,0.0995034411382645,0,0.0101927999243362
"135","IBD_wgs","unifrac_unweighted","YES","YES",1.40746768968547e-17,1.17581041136008,0.0955233309276272,0.0990990990990991,0.0113179576340612
"136","IBD_wgs","unifrac_weighted_phyloseq","YES","NO",0.0954247275083189,1.02117213142003,0.0840159342049173,0.349349349349349,0.00728493567361542
"137","IBD_wgs","unifrac_weighted_gunifrac","YES","NO",0.109133311242249,1.30497509575625,0.104915801308182,0.034034034034034,0.0238087828002012
"138","IBD_wgs","GUniFrac","YES","NO",0.0160219498360528,1.38883768897162,0.110910295546816,0.001001001001001,0.01842387311279
"139","Pig_gut","GLaD_0.5_weighted","YES","YES",0,9.30840482318906,0.176267487237213,0,0.139692985349216
"140","Pig_gut","GLaD_0.5_unweighted","YES","YES",7.20253793229161e-18,3.57663359481683,0.0759747102055025,0,0.0579711055880467
"141","Pig_gut","GLaD_1_weighted","YES","YES",0,11.5651310588567,0.210026396677332,0,0.165476321214148
"142","Pig_gut","GLaD_1_unweighted","YES","YES",0,6.9933325761544,0.138500119111905,0,0.115963853028217
"143","Pig_gut","manhattan","YES","NO",0.033768770372306,4.05870628778646,0.0853409733903711,0,0.0650994109002718
"144","Pig_gut","euclidean","YES","YES",0,3.49775769600906,0.0744239271718719,0,0.0530619843215109
"145","Pig_gut","canberra","YES","YES",0,2.45592902379449,0.0534409612853847,0,0.0372294291884954
"146","Pig_gut","clark","YES","YES",0,1.95490916886256,0.0430076575799585,0,0.0284522379277475
"147","Pig_gut","bray","YES","NO",0.000200480004741112,5.46593178996334,0.111627239391852,0,0.09122671660429
"148","Pig_gut","kulczynski","YES","NO",0.00520996679824184,5.76706761919095,0.117057253412511,0,0.0971711747815268
"149","Pig_gut","jaccard","YES","YES",0,3.54906259364164,0.0754332264660524,0,0.0589204237737543
"150","Pig_gut","gower","YES","NO",0.0267947562897963,2.76856000467325,0.0598367445278958,0,0.041587572952462
"151","Pig_gut","altGower","NO","NO",0.0929924583348201,1.94848030215013,0.042872287240327,0,0.00118448754297646
"152","Pig_gut","morisita","NO","NO",0.0948420978885479,7.39691143589725,0.145331243629849,0,0.124977140508037
"153","Pig_gut","horn","NO","NO",0.0940713241664704,7.38988049619246,0.145213162698336,0,0.124842646745686
"154","Pig_gut","binomial","YES","YES",0,4.65825904775831,0.0967281446602697,0,0.0745734075883212
"155","Pig_gut","chao","NO","NO",0.115400734676057,4.89073199557154,0.101067534915965,0,0.0807431083801215
"156","Pig_gut","cao","YES","YES",2.93645996458317e-17,4.19175070844358,0.0878925735829918,0,0.0669372199785371
"157","Pig_gut","chisq","YES","YES",9.57839531048327e-18,2.34626832511304,0.0511768658786965,0,0.0357699783434451
"158","Pig_gut","chord","YES","YES",0,5.65340429421789,0.11501551877014,0,0.0949759059640558
"159","Pig_gut","hellinger","YES","YES",0,5.10107617155943,0.104958090918664,0,0.0859977589394915
"160","Pig_gut","aitchison","YES","YES",1.85478070635208e-18,4.15343880630297,0.087159267208091,0,0.06719410076253
"161","Pig_gut","robust.aitchison","YES","YES",0,3.32876384076034,0.0710837435743487,0,0.0558415280039725
"162","Pig_gut","unifrac_unweighted","YES","YES",6.10921558143121e-18,3.37326318214254,0.0719656143638761,0,0.0532625986991954
"163","Pig_gut","unifrac_weighted_phyloseq","YES","NO",0.0526726053322624,10.9242352892119,0.200723725949666,0,0.189482078593255
"164","Pig_gut","unifrac_weighted_gunifrac","YES","NO",0.0434454516657551,8.93685150283726,0.170430741867744,0,0.146911964359177
"165","Pig_gut","GUniFrac","YES","YES",2.28624423970549e-17,7.81932207699324,0.152366043831641,0,0.132296878491438
