"rep_id","setting_id","k","signal_cluster","cluster_ordered","cluster_abund_sum_template","cluster_n_otus_template","beta","is_null","n_samples","y_mean","signal_mean_abs","signal_sd_abs","seed_sim","seed_test","runtime_sec","p_GLaD_0.5_weighted","p_GLaD_0.5_unweighted","p_GLaD_1_weighted","p_GLaD_1_unweighted","p_euclidean","p_bray","p_jaccard","p_aitchison","p_unifrac_unweighted","p_unifrac_weighted_phyloseq","p_GUniFrac"
1,1,12,1,8,38.4045053101521,68,0,1,100,0.48,44.3345127209708,49.750573454858,12346,2012346,58.927,0.6,0.626,0.504,0.225,0.315,0.25,0.221,0.238,0.86,0.277,0.274
1,2,12,2,5,77.0330827660337,39,0,1,100,0.52,62.8764818595601,130.964641459927,12347,2012347,4.97399999999999,0.821,0.305,0.562,0.463,0.811,0.821,0.818,0.365,0.427,0.834,0.708
1,3,12,3,7,43.6751187922883,34,0,1,100,0.55,55.2333909959808,120.729576441777,12348,2012348,5.411,0.868,0.452,0.835,0.862,0.817,0.742,0.757,0.235,0.475,0.974,0.978
1,4,12,4,4,79.6953582744224,67,0,1,100,0.51,74.050554206855,59.1784083501223,12349,2012349,5.273,0.154,0.826,0.359,0.841,0.137,0.195,0.179,0.8,0.891,0.152,0.273
1,5,12,5,2,133.044236791808,66,0,1,100,0.52,154.06094592183,294.298157095541,12350,2012350,5.40000000000001,0.006,0.118,0.003,0.695,0.043,0.07,0.082,0.254,0.399,0.001,0.004
1,6,12,6,11,5.27504110111664,23,0,1,100,0.41,6.45485663816258,13.5397501951596,12351,2012351,4.849,0.719,0.597,0.617,0.669,0.908,0.771,0.757,0.299,0.477,0.435,0.433
1,7,12,7,10,11.0732266185605,26,0,1,100,0.54,11.7570268284462,19.1231578407133,12352,2012352,4.873,0.299,0.832,0.254,0.502,0.171,0.569,0.508,0.774,0.907,0.466,0.634
1,8,12,8,1,293.178789576476,145,0,1,100,0.54,277.558842439399,226.427071002438,12353,2012353,4.86199999999999,0.986,0.835,0.987,0.622,0.886,0.806,0.797,0.789,0.968,0.934,0.802
1,9,12,9,3,106.715084324911,54,0,1,100,0.5,112.904690990403,193.382316367856,12354,2012354,4.434,0.732,0.373,0.614,0.599,0.352,0.167,0.228,0.199,0.497,0.61,0.462
1,10,12,10,6,68.7845374439054,53,0,1,100,0.55,59.9959474858131,67.9233220211819,12355,2012355,5.31100000000001,0.052,0.122,0.044,0.029,0.407,0.092,0.085,0.252,0.095,0.03,0.021
1,11,12,11,12,5.09634064688554,21,0,1,100,0.48,4.15720330495652,6.61429904513827,12356,2012356,4.49699999999999,0.527,0.599,0.612,0.832,0.207,0.333,0.288,0.62,0.404,0.396,0.459
1,12,12,12,9,12.7421518209905,20,0,1,100,0.5,14.5567850890389,18.0200478049412,12357,2012357,4.964,0.877,0.348,0.831,0.649,0.682,0.676,0.692,0.394,0.377,0.97,0.876
1,13,12,1,8,38.4045053101521,68,0.6,0,100,0.45,43.5506578614312,63.7778503541814,12358,2012358,4.81599999999997,0.201,0.901,0.159,0.735,0.205,0.524,0.497,0.766,0.803,0.335,0.686
1,14,12,2,5,77.0330827660337,39,0.6,0,100,0.5,77.8384395181124,274.457493219418,12359,2012359,5.37700000000001,0.23,0.143,0.122,0.131,0.473,0.644,0.677,0.117,0.094,0.242,0.189
1,15,12,3,7,43.6751187922883,34,0.6,0,100,0.53,46.0238993187218,38.8933257982697,12360,2012360,4.459,0.697,0.32,0.763,0.615,0.532,0.439,0.478,0.438,0.403,0.575,0.551
1,16,12,4,4,79.6953582744224,67,0.6,0,100,0.48,71.3234426048956,46.5071999776446,12361,2012361,5.35400000000001,0.041,0.478,0.172,0.633,0.015,0.013,0.002,0.502,0.718,0.03,0.066
1,17,12,5,2,133.044236791808,66,0.6,0,100,0.5,135.003565709372,234.537044431137,12362,2012362,4.571,0.057,0.717,0.279,0.921,0.02,0.022,0.017,0.301,0.796,0.029,0.061
1,18,12,6,11,5.27504110111664,23,0.6,0,100,0.51,4.94553216321842,11.7613868264599,12363,2012363,5.274,0.331,0.416,0.2,0.593,0.637,0.443,0.505,0.287,0.321,0.411,0.505
1,19,12,7,10,11.0732266185605,26,0.6,0,100,0.44,10.2907447095383,20.4050077064601,12364,2012364,4.845,0.64,0.031,0.416,0.07,0.876,0.806,0.853,0.095,0.085,0.76,0.631
1,20,12,8,1,293.178789576476,145,0.6,0,100,0.5,304.61449799168,277.518349229392,12365,2012365,4.48000000000002,0.608,0.002,0.409,0.004,0.302,0.308,0.304,0.119,0.002,0.613,0.241
1,21,12,9,3,106.715084324911,54,0.6,0,100,0.53,104.85239456256,127.255899585937,12366,2012366,5.07599999999999,0.015,0.005,0.008,0.228,0.01,0.056,0.074,0.072,0.006,0.014,0.024
1,22,12,10,6,68.7845374439054,53,0.6,0,100,0.53,68.9697253630448,55.6897675789758,12367,2012367,4.52000000000001,0.486,0.479,0.657,0.947,0.09,0.067,0.064,0.263,0.864,0.186,0.177
1,23,12,11,12,5.09634064688554,21,0.6,0,100,0.55,4.91216350976976,6.47594618947711,12368,2012368,4.94300000000001,0.581,0.281,0.715,0.489,0.242,0.172,0.148,0.312,0.225,0.305,0.054
1,24,12,12,9,12.7421518209905,20,0.6,0,100,0.48,16.5695506910929,23.0860874573264,12369,2012369,4.887,0.11,0.106,0.132,0.046,0.019,0.151,0.147,0.561,0.181,0.116,0.112
1,25,12,1,8,38.4045053101521,68,0.8,0,100,0.53,38.6304266487519,39.6591021775755,12370,2012370,4.5,0.725,0.81,0.534,0.073,0.953,0.925,0.823,0.973,0.465,0.581,0.468
1,26,12,2,5,77.0330827660337,39,0.8,0,100,0.42,70.7350635097354,140.695368235739,12371,2012371,5.26500000000001,0.03,0.232,0.087,0.345,0.106,0.011,0.014,0.055,0.275,0.034,0.056
1,27,12,3,7,43.6751187922883,34,0.8,0,100,0.48,37.8143344928815,37.0870766426653,12372,2012372,4.81900000000002,0.124,0.018,0.159,0.014,0.409,0.093,0.123,0.015,0.058,0.07,0.041
1,28,12,4,4,79.6953582744224,67,0.8,0,100,0.47,80.5316928144346,100.932169392237,12373,2012373,4.38299999999998,0.794,0.645,0.763,0.137,0.724,0.64,0.647,0.738,0.776,0.732,0.739
1,29,12,5,2,133.044236791808,66,0.8,0,100,0.49,117.597671825278,175.191451106377,12374,2012374,4.89500000000001,0.205,0.612,0.259,0.203,0.294,0.462,0.382,0.753,0.605,0.079,0.069
1,30,12,6,11,5.27504110111664,23,0.8,0,100,0.51,6.18358153414085,11.2862619560676,12375,2012375,4.42399999999998,0.279,0.937,0.217,0.255,0.439,0.108,0.108,0.666,0.982,0.243,0.296
1,31,12,7,10,11.0732266185605,26,0.8,0,100,0.54,11.4816060710635,16.3810994155865,12376,2012376,4.61199999999999,0.981,0.164,0.987,0.186,0.902,0.862,0.858,0.311,0.405,0.958,0.968
1,32,12,8,1,293.178789576476,145,0.8,0,100,0.46,271.95915720511,169.179069609083,12377,2012377,4.99699999999999,0.207,0.958,0.25,0.265,0.666,0.66,0.622,0.916,0.983,0.65,0.889
1,33,12,9,3,106.715084324911,54,0.8,0,100,0.43,99.2745699520011,216.002844359902,12378,2012378,4.36100000000002,0.715,0.487,0.837,0.107,0.68,0.681,0.707,0.884,0.63,0.717,0.67
1,34,12,10,6,68.7845374439054,53,0.8,0,100,0.47,68.3151175776188,63.0690422294437,12379,2012379,4.46900000000002,0.729,0.062,0.541,0.638,0.675,0.475,0.52,0.155,0.182,0.401,0.223
1,35,12,11,12,5.09634064688554,21,0.8,0,100,0.46,3.73642326096303,5.72888262041447,12380,2012380,4.851,0.803,0.082,0.627,0.017,0.75,0.372,0.322,0.24,0.192,0.553,0.346
1,36,12,12,9,12.7421518209905,20,0.8,0,100,0.53,12.2712922819832,12.3096429875898,12381,2012381,4.358,0.009,0.318,0.008,0.354,0.064,0.003,0.003,0.456,0.758,0.014,0.062
1,37,12,1,8,38.4045053101521,68,1.2,0,100,0.43,33.9644894750683,25.258061853866,12382,2012382,4.41399999999999,0.216,0.571,0.256,0.577,0.443,0.444,0.495,0.23,0.464,0.121,0.123
1,38,12,2,5,77.0330827660337,39,1.2,0,100,0.49,84.0919539306217,276.76029225177,12383,2012383,4.41000000000003,0.356,0.022,0.358,0.062,0.537,0.261,0.396,0.483,0.055,0.31,0.225
1,39,12,3,7,43.6751187922883,34,1.2,0,100,0.49,38.5143685280607,25.9306101984807,12384,2012384,4.577,0.115,0.002,0.121,0.005,0.182,0.092,0.058,0.015,0.032,0.072,0.017
1,40,12,4,4,79.6953582744224,67,1.2,0,100,0.43,76.6742083803312,72.7197156797079,12385,2012385,5.27600000000001,0.404,0.379,0.36,0.197,0.636,0.373,0.417,0.415,0.737,0.306,0.24
1,41,12,5,2,133.044236791808,66,1.2,0,100,0.53,150.033641295408,215.868792257498,12386,2012386,4.90600000000001,0.023,0.535,0.35,0.384,0.003,0.004,0.003,0.436,0.464,0.006,0.015
1,42,12,6,11,5.27504110111664,23,1.2,0,100,0.35,4.3389630081667,8.26299635953639,12387,2012387,4.31200000000001,0.423,0.6,0.335,0.608,0.061,0.183,0.108,0.644,0.587,0.431,0.511
1,43,12,7,10,11.0732266185605,26,1.2,0,100,0.48,9.89158905260478,13.7004291524376,12388,2012388,4.392,0.023,0.287,0.007,0.571,0.688,0.282,0.277,0.111,0.122,0.003,0.003
1,44,12,8,1,293.178789576476,145,1.2,0,100,0.49,304.448307714311,231.274687007542,12389,2012389,4.91600000000005,0.01,0.053,0.01,0.381,0.071,0.033,0.023,0.233,0.058,0.005,0.01
1,45,12,9,3,106.715084324911,54,1.2,0,100,0.49,111.40679901274,144.343723507613,12390,2012390,4.34700000000004,0.147,0.384,0.269,0.153,0.162,0.295,0.234,0.51,0.726,0.072,0.115
1,46,12,10,6,68.7845374439054,53,1.2,0,100,0.52,63.4200099329737,56.1270383255431,12391,2012391,4.40799999999996,0.128,0.287,0.158,0.424,0.046,0.038,0.038,0.107,0.148,0.095,0.066
1,47,12,11,12,5.09634064688554,21,1.2,0,100,0.43,5.68461750334057,7.89411762167855,12392,2012392,4.43099999999998,0.774,0.065,0.953,0.097,0.451,0.256,0.231,0.21,0.056,0.653,0.286
1,48,12,12,9,12.7421518209905,20,1.2,0,100,0.48,10.2995956718134,9.12752848194713,12393,2012393,4.76400000000001,0.652,0.557,0.611,0.31,0.551,0.231,0.265,0.408,0.126,0.452,0.223
1,49,12,1,8,38.4045053101521,68,1.6,0,100,0.47,33.5804151221162,25.3735250549944,12394,2012394,4.392,0.027,0.004,0.216,0.543,0.016,0.008,0.008,0.004,0.001,0.009,0.002
1,50,12,2,5,77.0330827660337,39,1.6,0,100,0.44,67.2439217758001,125.519144597502,12395,2012395,4.85899999999998,0.002,0.672,0.001,0.458,0.021,0.009,0.016,0.621,0.306,0.003,0.003
1,51,12,3,7,43.6751187922883,34,1.6,0,100,0.5,45.4535762130758,39.960834566823,12396,2012396,4.79500000000002,0.47,0.154,0.306,0.764,0.916,0.887,0.872,0.57,0.2,0.663,0.739
1,52,12,4,4,79.6953582744224,67,1.6,0,100,0.48,83.5751014004804,75.1932970780418,12397,2012397,4.39099999999996,0.134,0.018,0.322,0.77,0.007,0.005,0.004,0.001,0.016,0.025,0.004
1,53,12,5,2,133.044236791808,66,1.6,0,100,0.45,119.961127289392,140.758726334044,12398,2012398,4.53399999999999,0.001,0.036,0.001,0.879,0.001,0.011,0.005,0.038,0.06,0.002,0.006
1,54,12,6,11,5.27504110111664,23,1.6,0,100,0.44,4.37440256230058,6.96466926746159,12399,2012399,4.89400000000001,0.044,0.018,0.119,0.404,0.06,0.046,0.072,0.03,0.035,0.048,0.023
1,55,12,7,10,11.0732266185605,26,1.6,0,100,0.35,12.6179718100117,30.9376425423854,12400,2012400,4.411,0.547,0.154,0.611,0.664,0.804,0.176,0.177,0.17,0.113,0.483,0.256
1,56,12,8,1,293.178789576476,145,1.6,0,100,0.42,266.148667861684,187.773572663119,12401,2012401,4.83800000000002,0.001,0.375,0.001,0.237,0.068,0.057,0.049,0.352,0.782,0.001,0.007
1,57,12,9,3,106.715084324911,54,1.6,0,100,0.5,105.788870124929,118.997953172956,12402,2012402,4.37199999999996,0.023,0.479,0.048,0.193,0.084,0.063,0.072,0.667,0.798,0.005,0.02
1,58,12,10,6,68.7845374439054,53,1.6,0,100,0.46,58.0195738877169,44.2825573724277,12403,2012403,4.37100000000004,0.719,0.087,0.614,0.67,0.988,0.145,0.211,0.008,0.098,0.122,0.025
1,59,12,11,12,5.09634064688554,21,1.6,0,100,0.39,5.5809725373209,9.13318617444486,12404,2012404,4.44799999999998,0.292,0.001,0.766,0.03,0.157,0.018,0.017,0.001,0.001,0.102,0.003
1,60,12,12,9,12.7421518209905,20,1.6,0,100,0.48,10.6388264280437,10.9391377739912,12405,2012405,4.36400000000003,0.814,0.186,0.656,0.148,0.819,0.234,0.229,0.261,0.249,0.46,0.213
1,61,12,1,8,38.4045053101521,68,2,0,100,0.43,34.6606628317459,39.0682863390908,12406,2012406,4.76999999999998,0.595,0.01,0.283,0.012,0.903,0.423,0.297,0.024,0.042,0.427,0.168
1,62,12,2,5,77.0330827660337,39,2,0,100,0.45,92.2822807436618,221.719107498386,12407,2012407,4.37,0.001,0.071,0.008,0.266,0.001,0.001,0.001,0.016,0.175,0.001,0.001
1,63,12,3,7,43.6751187922883,34,2,0,100,0.41,41.0515163599425,40.4645777819803,12408,2012408,4.40100000000001,0.267,0.826,0.364,0.2,0.547,0.167,0.142,0.42,0.916,0.195,0.195
1,64,12,4,4,79.6953582744224,67,2,0,100,0.46,70.9121902821627,54.6063336696775,12409,2012409,4.91699999999997,0.121,0.004,0.116,0.2,0.025,0.005,0.003,0.006,0.002,0.006,0.001
1,65,12,5,2,133.044236791808,66,2,0,100,0.46,111.021306317407,122.681873224686,12410,2012410,4.37299999999999,0.004,0.384,0.027,0.285,0.047,0.325,0.364,0.387,0.357,0.015,0.063
1,66,12,6,11,5.27504110111664,23,2,0,100,0.43,5.60173770183862,9.26992419091646,12411,2012411,4.43399999999997,0.24,0.125,0.126,0.337,0.293,0.321,0.359,0.425,0.111,0.179,0.148
1,67,12,7,10,11.0732266185605,26,2,0,100,0.38,9.1032444417976,13.9466170835011,12412,2012412,5.16200000000003,0.543,0.001,0.572,0.001,0.884,0.047,0.039,0.001,0.001,0.041,0.002
1,68,12,8,1,293.178789576476,145,2,0,100,0.46,307.268198428267,242.490336578798,12413,2012413,4.31999999999999,0.001,0.084,0.004,0.056,0.088,0.051,0.054,0.177,0.348,0.004,0.016
1,69,12,9,3,106.715084324911,54,2,0,100,0.47,107.555365310562,225.533800542881,12414,2012414,4.74099999999999,0.511,0.225,0.611,0.134,0.657,0.467,0.478,0.306,0.155,0.305,0.221
1,70,12,10,6,68.7845374439054,53,2,0,100,0.43,76.0094024874674,64.3712038628441,12415,2012415,4.40600000000001,0.038,0.176,0.086,0.533,0.066,0.02,0.01,0.062,0.518,0.005,0.002
1,71,12,11,12,5.09634064688554,21,2,0,100,0.45,4.48777727802844,6.79487196082291,12416,2012416,5.11800000000005,0.997,0.314,0.989,0.283,0.972,0.79,0.769,0.222,0.136,0.8,0.208
1,72,12,12,9,12.7421518209905,20,2,0,100,0.49,13.8077467279771,16.5519374543775,12417,2012417,4.25099999999998,0.505,0.076,0.58,0.104,0.361,0.44,0.457,0.269,0.132,0.605,0.434
2,1,12,1,8,38.4045053101521,68,0,1,100,0.43,41.333934146978,37.6084072166588,22346,2022346,65.391,0.789,0.526,0.577,0.533,0.748,0.609,0.594,0.434,0.483,0.488,0.309
2,2,12,2,5,77.0330827660337,39,0,1,100,0.47,76.7634868953331,236.106886369437,22347,2022347,4.949,0.834,0.122,0.663,0.184,0.947,0.657,0.638,0.153,0.023,0.7,0.375
2,3,12,3,7,43.6751187922883,34,0,1,100,0.51,41.8321598125364,35.7886682448797,22348,2022348,5.34099999999999,0.345,0.652,0.225,0.653,0.856,0.863,0.844,0.778,0.34,0.507,0.561
2,4,12,4,4,79.6953582744224,67,0,1,100,0.48,78.3333581288334,60.2272538846235,22349,2022349,4.837,0.351,0.781,0.271,0.966,0.123,0.092,0.089,0.786,0.727,0.265,0.332
2,5,12,5,2,133.044236791808,66,0,1,100,0.54,170.23325358033,384.637236304605,22350,2022350,4.879,0.453,0.387,0.699,0.227,0.359,0.08,0.051,0.215,0.215,0.274,0.111
2,6,12,6,11,5.27504110111664,23,0,1,100,0.55,4.97712556907292,9.48196601220686,22351,2022351,4.869,0.45,0.69,0.69,0.787,0.517,0.732,0.771,0.741,0.673,0.658,0.802
2,7,12,7,10,11.0732266185605,26,0,1,100,0.42,12.504785877634,21.5106391857853,22352,2022352,4.398,0.936,0.585,0.981,0.108,0.364,0.647,0.686,0.438,0.586,0.958,0.918
2,8,12,8,1,293.178789576476,145,0,1,100,0.42,253.512573935061,222.285302064139,22353,2022353,4.90599999999999,0.769,0.523,0.787,0.301,0.723,0.461,0.412,0.187,0.332,0.823,0.607
2,9,12,9,3,106.715084324911,54,0,1,100,0.48,93.9093333750394,98.4227550868768,22354,2022354,4.468,0.322,0.992,0.254,0.848,0.406,0.342,0.424,0.741,0.87,0.394,0.547
2,10,12,10,6,68.7845374439054,53,0,1,100,0.5,73.7911663420395,87.5065223525342,22355,2022355,5.337,0.207,0.977,0.176,0.133,0.334,0.632,0.583,0.974,0.973,0.228,0.59
2,11,12,11,12,5.09634064688554,21,0,1,100,0.54,5.37533437567777,8.58684415748695,22356,2022356,4.396,0.393,0.434,0.72,0.392,0.564,0.253,0.291,0.468,0.446,0.215,0.25
2,12,12,12,9,12.7421518209905,20,0,1,100,0.54,11.3488040794841,13.7109845007599,22357,2022357,4.40899999999999,0.039,0.55,0.062,0.046,0.065,0.288,0.292,0.874,0.303,0.133,0.206
2,13,12,1,8,38.4045053101521,68,0.6,0,100,0.45,35.9386774789829,30.3019298327809,22358,2022358,4.90100000000001,0.296,0.205,0.668,0.151,0.113,0.003,0.003,0.02,0.707,0.086,0.034
2,14,12,2,5,77.0330827660337,39,0.6,0,100,0.48,53.511390929214,90.6951656325275,22359,2022359,4.82400000000001,0.014,0.501,0.006,0.479,0.104,0.114,0.168,0.293,0.323,0.029,0.069
2,15,12,3,7,43.6751187922883,34,0.6,0,100,0.44,52.5034085745054,96.9627308750058,22360,2022360,4.41300000000001,0.422,0.825,0.507,0.694,0.425,0.247,0.305,0.731,0.573,0.395,0.509
2,16,12,4,4,79.6953582744224,67,0.6,0,100,0.44,83.1676084078172,76.4082358981309,22361,2022361,4.893,0.748,0.836,0.906,0.439,0.78,0.897,0.944,0.811,0.614,0.851,0.975
2,17,12,5,2,133.044236791808,66,0.6,0,100,0.59,127.999116418745,243.395146027621,22362,2022362,4.37100000000001,0.181,0.209,0.144,0.819,0.339,0.244,0.25,0.298,0.269,0.273,0.293
2,18,12,6,11,5.27504110111664,23,0.6,0,100,0.55,5.76964520196219,18.5298374781602,22363,2022363,4.464,0.466,0.732,0.508,0.381,0.275,0.891,0.823,0.736,0.765,0.842,0.808
2,19,12,7,10,11.0732266185605,26,0.6,0,100,0.56,11.3352177917146,16.7381951314913,22364,2022364,4.928,0.51,0.717,0.754,0.63,0.651,0.569,0.544,0.547,0.917,0.37,0.344
2,20,12,8,1,293.178789576476,145,0.6,0,100,0.54,293.965627993585,247.441434352308,22365,2022365,4.40300000000002,0.039,0.286,0.026,0.231,0.699,0.728,0.737,0.795,0.115,0.037,0.055
2,21,12,9,3,106.715084324911,54,0.6,0,100,0.46,96.0668815863988,108.695603156152,22366,2022366,4.524,0.403,0.719,0.407,0.05,0.866,0.87,0.75,0.814,0.889,0.481,0.687
2,22,12,10,6,68.7845374439054,53,0.6,0,100,0.56,68.8572751065641,70.7582841428498,22367,2022367,4.83999999999997,0.794,0.089,0.941,0.083,0.786,0.206,0.245,0.175,0.163,0.358,0.166
2,23,12,11,12,5.09634064688554,21,0.6,0,100,0.41,4.42376946684205,6.87942040480289,22368,2022368,4.369,0.082,0.781,0.07,0.993,0.417,0.252,0.274,0.644,0.899,0.083,0.137
2,24,12,12,9,12.7421518209905,20,0.6,0,100,0.49,13.1052116351527,13.1189928057939,22369,2022369,4.40299999999999,0.842,0.145,0.548,0.549,0.9,0.926,0.959,0.298,0.227,0.852,0.756
2,25,12,1,8,38.4045053101521,68,0.8,0,100,0.45,39.9653433383777,39.7070821065355,22370,2022370,4.90000000000001,0.159,0.333,0.104,0.147,0.749,0.387,0.385,0.879,0.699,0.203,0.326
2,26,12,2,5,77.0330827660337,39,0.8,0,100,0.52,65.5678620922063,170.985250752833,22371,2022371,4.404,0.116,0.811,0.103,0.307,0.55,0.762,0.745,0.979,0.734,0.166,0.521
2,27,12,3,7,43.6751187922883,34,0.8,0,100,0.46,48.0787717090489,41.089597234126,22372,2022372,4.46299999999999,0.002,0.43,0.006,0.814,0.002,0.005,0.006,0.088,0.241,0.001,0.006
2,28,12,4,4,79.6953582744224,67,0.8,0,100,0.59,90.1029906304588,109.104283203199,22373,2022373,4.90000000000001,0.627,0.651,0.49,0.507,0.629,0.339,0.424,0.485,0.773,0.422,0.415
2,29,12,5,2,133.044236791808,66,0.8,0,100,0.51,135.794306251047,196.503733012757,22374,2022374,4.874,0.074,0.887,0.152,0.942,0.173,0.098,0.097,0.881,0.971,0.148,0.43
2,30,12,6,11,5.27504110111664,23,0.8,0,100,0.46,3.80294057120907,8.57984115079379,22375,2022375,4.79400000000001,0.42,0.443,0.427,0.473,0.199,0.255,0.25,0.89,0.205,0.429,0.439
2,31,12,7,10,11.0732266185605,26,0.8,0,100,0.4,12.743495204125,32.4598805111612,22376,2022376,4.40899999999999,0.44,0.292,0.325,0.052,0.263,0.613,0.548,0.781,0.303,0.745,0.704
2,32,12,8,1,293.178789576476,145,0.8,0,100,0.6,326.13392376813,259.53278956622,22377,2022377,4.82799999999997,0.002,0.005,0.007,0.002,0.156,0.022,0.024,0.191,0.026,0.004,0.004
2,33,12,9,3,106.715084324911,54,0.8,0,100,0.5,73.690851825447,70.1342667309603,22378,2022378,4.83399999999997,0.002,0.017,0.003,0.15,0.001,0.002,0.001,0.014,0.031,0.002,0.001
2,34,12,10,6,68.7845374439054,53,0.8,0,100,0.5,70.6489262340237,92.4787301161397,22379,2022379,4.35500000000002,0.442,0.516,0.625,0.893,0.239,0.332,0.332,0.591,0.533,0.185,0.285
2,35,12,11,12,5.09634064688554,21,0.8,0,100,0.49,4.94084552585326,9.00915514184964,22380,2022380,4.98400000000001,0.745,0.136,0.819,0.051,0.112,0.225,0.2,0.31,0.179,0.573,0.323
2,36,12,12,9,12.7421518209905,20,0.8,0,100,0.43,12.7167026258792,13.4788485989716,22381,2022381,4.34799999999998,0.064,0.751,0.073,0.589,0.03,0.211,0.236,0.688,0.75,0.055,0.083
2,37,12,1,8,38.4045053101521,68,1.2,0,100,0.41,42.5875863009681,37.4179465357459,22382,2022382,4.88500000000002,0.134,0.02,0.097,0.989,0.497,0.141,0.182,0.014,0.011,0.036,0.002
2,38,12,2,5,77.0330827660337,39,1.2,0,100,0.49,126.596139051293,646.964974809295,22383,2022383,4.86099999999999,0.002,0.5,0.002,0.731,0.006,0.003,0.003,0.101,0.681,0.001,0.002
2,39,12,3,7,43.6751187922883,34,1.2,0,100,0.44,42.646719488083,39.2402239388461,22384,2022384,4.35899999999998,0.001,0.251,0.007,0.06,0.001,0.001,0.001,0.147,0.606,0.001,0.001
2,40,12,4,4,79.6953582744224,67,1.2,0,100,0.41,93.2671042410992,85.2832733670944,22385,2022385,4.46499999999997,0.49,0.669,0.514,0.314,0.576,0.402,0.429,0.646,0.438,0.288,0.171
2,41,12,5,2,133.044236791808,66,1.2,0,100,0.5,144.620001822039,199.22809978153,22386,2022386,4.85300000000001,0.153,0.779,0.267,0.461,0.135,0.056,0.057,0.581,0.731,0.052,0.045
2,42,12,6,11,5.27504110111664,23,1.2,0,100,0.44,5.19967579691242,11.0012056447152,22387,2022387,4.428,0.012,0.576,0.006,0.016,0.055,0.117,0.117,0.952,0.677,0.014,0.066
2,43,12,7,10,11.0732266185605,26,1.2,0,100,0.49,10.3656765361171,17.7318980241501,22388,2022388,4.85400000000004,0.36,0.081,0.357,0.174,0.203,0.087,0.091,0.019,0.124,0.131,0.028
2,44,12,8,1,293.178789576476,145,1.2,0,100,0.52,299.771482548384,200.535694307677,22389,2022389,4.82800000000003,0.001,0.465,0.001,0.163,0.084,0.066,0.073,0.658,0.703,0.002,0.011
2,45,12,9,3,106.715084324911,54,1.2,0,100,0.45,130.878388350426,261.932315547725,22390,2022390,4.34000000000003,0.152,0.089,0.38,0.276,0.014,0.029,0.024,0.076,0.083,0.115,0.09
2,46,12,10,6,68.7845374439054,53,1.2,0,100,0.51,70.8321212957076,56.0629233024191,22391,2022391,4.40299999999996,0.056,0.305,0.034,0.097,0.151,0.543,0.48,0.546,0.178,0.058,0.171
2,47,12,11,12,5.09634064688554,21,1.2,0,100,0.52,6.24556273796371,10.7505166591075,22392,2022392,4.87700000000001,0.233,0.024,0.49,0.491,0.124,0.063,0.062,0.02,0.041,0.197,0.116
2,48,12,12,9,12.7421518209905,20,1.2,0,100,0.38,13.5779859729309,19.3756266164261,22393,2022393,4.35500000000002,0.578,0.185,0.464,0.486,0.852,0.906,0.914,0.579,0.159,0.702,0.625
2,49,12,1,8,38.4045053101521,68,1.6,0,100,0.51,35.2894780409441,28.3870602683776,22394,2022394,4.42900000000003,0.497,0.001,0.434,0.066,0.35,0.079,0.079,0.002,0.008,0.247,0.018
2,50,12,2,5,77.0330827660337,39,1.6,0,100,0.51,45.8685531667029,115.605828670149,22395,2022395,4.89600000000002,0.181,0.248,0.35,0.171,0.082,0.183,0.111,0.352,0.215,0.15,0.118
2,51,12,3,7,43.6751187922883,34,1.6,0,100,0.45,39.4357699385838,27.1812172466726,22396,2022396,4.40299999999996,0.085,0.076,0.136,0.117,0.259,0.215,0.251,0.463,0.162,0.053,0.092
2,52,12,4,4,79.6953582744224,67,1.6,0,100,0.46,71.3223330917385,51.4809850460375,22397,2022397,4.48399999999998,0.06,0.126,0.222,0.118,0.121,0.018,0.016,0.027,0.433,0.009,0.01
2,53,12,5,2,133.044236791808,66,1.6,0,100,0.47,129.675407362389,257.420736922148,22398,2022398,5.19900000000001,0.004,0.733,0.003,0.351,0.157,0.19,0.142,0.692,0.717,0.004,0.039
2,54,12,6,11,5.27504110111664,23,1.6,0,100,0.47,4.64985190645232,8.04853745170029,22399,2022399,4.36799999999999,0.082,0.375,0.044,0.278,0.75,0.558,0.566,0.287,0.235,0.063,0.077
2,55,12,7,10,11.0732266185605,26,1.6,0,100,0.45,14.2052127020863,32.7137957387169,22400,2022400,4.87099999999998,0.209,0.863,0.142,0.035,0.772,0.634,0.636,0.65,0.842,0.104,0.092
2,56,12,8,1,293.178789576476,145,1.6,0,100,0.46,311.288397400775,293.216462542933,22401,2022401,4.41400000000004,0.031,0.897,0.019,0.055,0.555,0.483,0.583,0.945,0.875,0.051,0.116
2,57,12,9,3,106.715084324911,54,1.6,0,100,0.41,100.90575456778,134.455208519133,22402,2022402,4.483,0.023,0.036,0.077,0.026,0.057,0.003,0.003,0.12,0.093,0.001,0.001
2,58,12,10,6,68.7845374439054,53,1.6,0,100,0.45,77.2788288689347,67.4576158622915,22403,2022403,4.47399999999999,0.014,0.087,0.017,0.072,0.02,0.063,0.066,0.25,0.45,0.012,0.064
2,59,12,11,12,5.09634064688554,21,1.6,0,100,0.53,4.72595985576544,9.40571495638739,22404,2022404,5.36499999999995,0.623,0.89,0.536,0.526,0.812,0.825,0.867,0.85,0.747,0.835,0.896
