"k","signal_mode","beta","signal_cluster","cluster_n_otus_template","method","power","n_nonmissing"
6,"prevalence",0.4,2,103,"GLaD_1_weighted",0.04,100
6,"prevalence",0.4,2,103,"GUniFrac",0.1,100
6,"prevalence",0.4,2,103,"aitchison",0.21,100
6,"prevalence",0.4,2,103,"bray",0.06,100
6,"prevalence",0.4,2,103,"euclidean",0.07,100
6,"prevalence",0.4,2,103,"jaccard",0.08,100
6,"prevalence",0.4,2,103,"unifrac_unweighted",0.15,100
6,"prevalence",0.4,2,103,"unifrac_weighted_phyloseq",0.07,100
6,"prevalence",0.45,2,103,"GLaD_0.5_unweighted",0.44,100
6,"prevalence",0.45,2,103,"GLaD_0.5_weighted",0.04,100
6,"prevalence",0.45,2,103,"GLaD_1_unweighted",0.18,100
6,"prevalence",0.45,2,103,"GLaD_1_weighted",0.03,100
6,"prevalence",0.45,2,103,"GUniFrac",0.11,100
6,"prevalence",0.45,2,103,"aitchison",0.29,100
6,"prevalence",0.45,2,103,"bray",0.04,100
6,"prevalence",0.45,2,103,"euclidean",0.06,100
6,"prevalence",0.45,2,103,"jaccard",0.05,100
6,"prevalence",0.45,2,103,"unifrac_unweighted",0.33,100
6,"prevalence",0.45,2,103,"unifrac_weighted_phyloseq",0.08,100
6,"prevalence",0.5,2,103,"GLaD_0.5_unweighted",0.58,100
6,"prevalence",0.5,2,103,"GLaD_0.5_weighted",0.13,100
6,"prevalence",0.5,2,103,"GLaD_1_unweighted",0.19,100
6,"prevalence",0.5,2,103,"GLaD_1_weighted",0.13,100
6,"prevalence",0.5,2,103,"GUniFrac",0.14,100
6,"prevalence",0.5,2,103,"aitchison",0.39,100
6,"prevalence",0.5,2,103,"bray",0.06,100
6,"prevalence",0.5,2,103,"euclidean",0.04,100
6,"prevalence",0.5,2,103,"jaccard",0.07,100
6,"prevalence",0.5,2,103,"unifrac_unweighted",0.32,100
6,"prevalence",0.5,2,103,"unifrac_weighted_phyloseq",0.14,100
6,"prevalence",0.55,2,103,"GLaD_0.5_unweighted",0.7,100
6,"prevalence",0.55,2,103,"GLaD_0.5_weighted",0.1,100
6,"prevalence",0.55,2,103,"GLaD_1_unweighted",0.3,100
6,"prevalence",0.55,2,103,"GLaD_1_weighted",0.09,100
6,"prevalence",0.55,2,103,"GUniFrac",0.15,100
6,"prevalence",0.55,2,103,"aitchison",0.45,100
6,"prevalence",0.55,2,103,"bray",0.08,100
6,"prevalence",0.55,2,103,"euclidean",0.02,100
6,"prevalence",0.55,2,103,"jaccard",0.07,100
6,"prevalence",0.55,2,103,"unifrac_unweighted",0.49,100
6,"prevalence",0.55,2,103,"unifrac_weighted_phyloseq",0.12,100
6,"prevalence",0.6,2,103,"GLaD_0.5_unweighted",0.82,100
6,"prevalence",0.6,2,103,"GLaD_0.5_weighted",0.1,100
6,"prevalence",0.6,2,103,"GLaD_1_unweighted",0.28,100
6,"prevalence",0.6,2,103,"GLaD_1_weighted",0.08,100
6,"prevalence",0.6,2,103,"GUniFrac",0.16,100
6,"prevalence",0.6,2,103,"aitchison",0.56,100
6,"prevalence",0.6,2,103,"bray",0.1,100
6,"prevalence",0.6,2,103,"euclidean",0.07,100
6,"prevalence",0.6,2,103,"jaccard",0.09,100
6,"prevalence",0.6,2,103,"unifrac_unweighted",0.64,100
6,"prevalence",0.6,2,103,"unifrac_weighted_phyloseq",0.07,100
6,"prevalence",0.65,2,103,"GLaD_0.5_unweighted",0.9,100
6,"prevalence",0.65,2,103,"GLaD_0.5_weighted",0.1,100
6,"prevalence",0.65,2,103,"GLaD_1_unweighted",0.42,100
6,"prevalence",0.65,2,103,"GLaD_1_weighted",0.09,100
6,"prevalence",0.65,2,103,"GUniFrac",0.24,100
6,"prevalence",0.65,2,103,"aitchison",0.68,100
6,"prevalence",0.65,2,103,"bray",0.1,100
6,"prevalence",0.65,2,103,"euclidean",0.04,100
6,"prevalence",0.65,2,103,"jaccard",0.09,100
6,"prevalence",0.65,2,103,"unifrac_unweighted",0.71,100
6,"prevalence",0.65,2,103,"unifrac_weighted_phyloseq",0.11,100
6,"prevalence",0.7,2,103,"GLaD_0.5_unweighted",0.96,100
6,"prevalence",0.7,2,103,"GLaD_0.5_weighted",0.15,100
6,"prevalence",0.7,2,103,"GLaD_1_unweighted",0.37,100
6,"prevalence",0.7,2,103,"GLaD_1_weighted",0.15,100
6,"prevalence",0.7,2,103,"GUniFrac",0.25,100
6,"prevalence",0.7,2,103,"aitchison",0.91,100
6,"prevalence",0.7,2,103,"bray",0.12,100
6,"prevalence",0.7,2,103,"euclidean",0.06,100
6,"prevalence",0.7,2,103,"jaccard",0.13,100
6,"prevalence",0.7,2,103,"unifrac_unweighted",0.88,100
6,"prevalence",0.7,2,103,"unifrac_weighted_phyloseq",0.18,100
6,"prevalence",0.75,2,103,"GLaD_0.5_unweighted",1,100
6,"prevalence",0.75,2,103,"GLaD_0.5_weighted",0.21,100
6,"prevalence",0.75,2,103,"GLaD_1_unweighted",0.47,100
6,"prevalence",0.75,2,103,"GLaD_1_weighted",0.2,100
6,"prevalence",0.75,2,103,"GUniFrac",0.32,100
6,"prevalence",0.75,2,103,"aitchison",0.91,100
6,"prevalence",0.75,2,103,"bray",0.17,100
6,"prevalence",0.75,2,103,"euclidean",0.09,100
6,"prevalence",0.75,2,103,"jaccard",0.15,100
6,"prevalence",0.75,2,103,"unifrac_unweighted",0.9,100
6,"prevalence",0.75,2,103,"unifrac_weighted_phyloseq",0.23,100
6,"prevalence",0.8,2,103,"GLaD_0.5_unweighted",1,100
6,"prevalence",0.8,2,103,"GLaD_0.5_weighted",0.19,100
6,"prevalence",0.8,2,103,"GLaD_1_unweighted",0.41,100
6,"prevalence",0.8,2,103,"GLaD_1_weighted",0.19,100
6,"prevalence",0.8,2,103,"GUniFrac",0.34,100
6,"prevalence",0.8,2,103,"aitchison",0.91,100
6,"prevalence",0.8,2,103,"bray",0.12,100
6,"prevalence",0.8,2,103,"euclidean",0.03,100
6,"prevalence",0.8,2,103,"jaccard",0.1,100
6,"prevalence",0.8,2,103,"unifrac_unweighted",0.98,100
6,"prevalence",0.8,2,103,"unifrac_weighted_phyloseq",0.2,100
6,"prevalence",0.85,2,103,"GLaD_0.5_unweighted",1,100
6,"prevalence",0.85,2,103,"GLaD_0.5_weighted",0.16,100
6,"prevalence",0.85,2,103,"GLaD_1_unweighted",0.55,100
6,"prevalence",0.85,2,103,"GLaD_1_weighted",0.18,100
6,"prevalence",0.85,2,103,"GUniFrac",0.48,100
6,"prevalence",0.85,2,103,"aitchison",0.99,100
6,"prevalence",0.85,2,103,"bray",0.16,100
6,"prevalence",0.85,2,103,"euclidean",0.08,100
6,"prevalence",0.85,2,103,"jaccard",0.18,100
6,"prevalence",0.85,2,103,"unifrac_unweighted",0.99,100
6,"prevalence",0.85,2,103,"unifrac_weighted_phyloseq",0.22,100
6,"prevalence",0.9,2,103,"GLaD_0.5_unweighted",1,100
6,"prevalence",0.9,2,103,"GLaD_0.5_weighted",0.21,100
6,"prevalence",0.9,2,103,"GLaD_1_unweighted",0.7,100
6,"prevalence",0.9,2,103,"GLaD_1_weighted",0.21,100
6,"prevalence",0.9,2,103,"GUniFrac",0.49,100
6,"prevalence",0.9,2,103,"aitchison",0.97,100
6,"prevalence",0.9,2,103,"bray",0.21,100
6,"prevalence",0.9,2,103,"euclidean",0.05,100
6,"prevalence",0.9,2,103,"jaccard",0.19,100
6,"prevalence",0.9,2,103,"unifrac_unweighted",1,100
6,"prevalence",0.9,2,103,"unifrac_weighted_phyloseq",0.2,100
6,"prevalence",0.95,2,103,"GLaD_0.5_unweighted",1,100
6,"prevalence",0.95,2,103,"GLaD_0.5_weighted",0.21,100
6,"prevalence",0.95,2,103,"GLaD_1_unweighted",0.76,100
6,"prevalence",0.95,2,103,"GLaD_1_weighted",0.2,100
6,"prevalence",0.95,2,103,"GUniFrac",0.58,100
6,"prevalence",0.95,2,103,"aitchison",1,100
6,"prevalence",0.95,2,103,"bray",0.16,100
6,"prevalence",0.95,2,103,"euclidean",0.05,100
6,"prevalence",0.95,2,103,"jaccard",0.15,100
6,"prevalence",0.95,2,103,"unifrac_unweighted",1,100
6,"prevalence",0.95,2,103,"unifrac_weighted_phyloseq",0.2,100
6,"prevalence",1,2,103,"GLaD_0.5_unweighted",1,100
6,"prevalence",1,2,103,"GLaD_0.5_weighted",0.21,100
6,"prevalence",1,2,103,"GLaD_1_unweighted",0.72,100
6,"prevalence",1,2,103,"GLaD_1_weighted",0.18,100
6,"prevalence",1,2,103,"GUniFrac",0.63,100
6,"prevalence",1,2,103,"aitchison",1,100
6,"prevalence",1,2,103,"bray",0.26,100
6,"prevalence",1,2,103,"euclidean",0.1,100
6,"prevalence",1,2,103,"jaccard",0.3,100
6,"prevalence",1,2,103,"unifrac_unweighted",1,100
6,"prevalence",1,2,103,"unifrac_weighted_phyloseq",0.28,100
8,"abundance",0.05,2,77,"GLaD_0.5_unweighted",0.06,100
8,"abundance",0.05,2,77,"GLaD_0.5_weighted",0.02,100
8,"abundance",0.05,2,77,"GLaD_1_unweighted",0.07,100
8,"abundance",0.05,2,77,"GLaD_1_weighted",0.04,100
8,"abundance",0.05,2,77,"GUniFrac",0.05,100
8,"abundance",0.05,2,77,"aitchison",0.04,100
8,"abundance",0.05,2,77,"bray",0.08,100
8,"abundance",0.05,2,77,"euclidean",0.05,100
8,"abundance",0.05,2,77,"jaccard",0.07,100
8,"abundance",0.05,2,77,"unifrac_unweighted",0.04,100
8,"abundance",0.05,2,77,"unifrac_weighted_phyloseq",0.04,100
8,"abundance",0.1,2,77,"GLaD_0.5_unweighted",0.06,100
8,"abundance",0.1,2,77,"GLaD_0.5_weighted",0.14,100
8,"abundance",0.1,2,77,"GLaD_1_unweighted",0.06,100
8,"abundance",0.1,2,77,"GLaD_1_weighted",0.14,100
8,"abundance",0.1,2,77,"GUniFrac",0.12,100
8,"abundance",0.1,2,77,"aitchison",0.04,100
8,"abundance",0.1,2,77,"bray",0.11,100
8,"abundance",0.1,2,77,"euclidean",0.1,100
8,"abundance",0.1,2,77,"jaccard",0.11,100
8,"abundance",0.1,2,77,"unifrac_unweighted",0.06,100
8,"abundance",0.1,2,77,"unifrac_weighted_phyloseq",0.16,100
8,"abundance",0.15,2,77,"GLaD_0.5_unweighted",0.04,100
8,"abundance",0.15,2,77,"GLaD_0.5_weighted",0.18,100
8,"abundance",0.15,2,77,"GLaD_1_unweighted",0.03,100
8,"abundance",0.15,2,77,"GLaD_1_weighted",0.15,100
8,"abundance",0.15,2,77,"GUniFrac",0.06,100
8,"abundance",0.15,2,77,"aitchison",0.02,100
8,"abundance",0.15,2,77,"bray",0.07,100
8,"abundance",0.15,2,77,"euclidean",0.05,100
8,"abundance",0.15,2,77,"jaccard",0.07,100
8,"abundance",0.15,2,77,"unifrac_unweighted",0.04,100
8,"abundance",0.15,2,77,"unifrac_weighted_phyloseq",0.12,100
8,"abundance",0.2,2,77,"GLaD_0.5_unweighted",0.06,100
8,"abundance",0.2,2,77,"GLaD_0.5_weighted",0.1,100
8,"abundance",0.2,2,77,"GLaD_1_unweighted",0.06,100
8,"abundance",0.2,2,77,"GLaD_1_weighted",0.13,100
8,"abundance",0.2,2,77,"GUniFrac",0.11,100
8,"abundance",0.2,2,77,"aitchison",0.07,100
8,"abundance",0.2,2,77,"bray",0.05,100
8,"abundance",0.2,2,77,"euclidean",0.07,100
8,"abundance",0.2,2,77,"jaccard",0.06,100
8,"abundance",0.2,2,77,"unifrac_unweighted",0.03,100
8,"abundance",0.2,2,77,"unifrac_weighted_phyloseq",0.1,100
8,"abundance",0.25,2,77,"GLaD_0.5_unweighted",0.03,100
8,"abundance",0.25,2,77,"GLaD_0.5_weighted",0.25,100
8,"abundance",0.25,2,77,"GLaD_1_unweighted",0.06,100
8,"abundance",0.25,2,77,"GLaD_1_weighted",0.32,100
8,"abundance",0.25,2,77,"GUniFrac",0.21,100
8,"abundance",0.25,2,77,"aitchison",0.08,100
8,"abundance",0.25,2,77,"bray",0.19,100
8,"abundance",0.25,2,77,"euclidean",0.11,100
8,"abundance",0.25,2,77,"jaccard",0.15,100
8,"abundance",0.25,2,77,"unifrac_unweighted",0.02,100
8,"abundance",0.25,2,77,"unifrac_weighted_phyloseq",0.24,100
8,"abundance",0.3,2,77,"GLaD_0.5_unweighted",0.04,100
8,"abundance",0.3,2,77,"GLaD_0.5_weighted",0.29,100
8,"abundance",0.3,2,77,"GLaD_1_unweighted",0.08,100
8,"abundance",0.3,2,77,"GLaD_1_weighted",0.33,100
8,"abundance",0.3,2,77,"GUniFrac",0.22,100
8,"abundance",0.3,2,77,"aitchison",0.05,100
8,"abundance",0.3,2,77,"bray",0.15,100
8,"abundance",0.3,2,77,"euclidean",0.14,100
8,"abundance",0.3,2,77,"jaccard",0.14,100
8,"abundance",0.3,2,77,"unifrac_unweighted",0.05,100
8,"abundance",0.3,2,77,"unifrac_weighted_phyloseq",0.3,100
8,"abundance",0.35,2,77,"GLaD_0.5_unweighted",0.06,100
8,"abundance",0.35,2,77,"GLaD_0.5_weighted",0.36,100
8,"abundance",0.35,2,77,"GLaD_1_unweighted",0.04,100
8,"abundance",0.35,2,77,"GLaD_1_weighted",0.39,100
8,"abundance",0.35,2,77,"GUniFrac",0.27,100
8,"abundance",0.35,2,77,"aitchison",0.05,100
8,"abundance",0.35,2,77,"bray",0.18,100
8,"abundance",0.35,2,77,"euclidean",0.11,100
8,"abundance",0.35,2,77,"jaccard",0.16,100
8,"abundance",0.35,2,77,"unifrac_unweighted",0.05,100
8,"abundance",0.35,2,77,"unifrac_weighted_phyloseq",0.36,100
8,"abundance",0.4,2,77,"GLaD_0.5_unweighted",0.11,100
8,"abundance",0.4,2,77,"GLaD_0.5_weighted",0.51,100
8,"abundance",0.4,2,77,"GLaD_1_unweighted",0.05,100
8,"abundance",0.4,2,77,"GLaD_1_weighted",0.57,100
8,"abundance",0.4,2,77,"GUniFrac",0.47,100
8,"abundance",0.4,2,77,"aitchison",0.09,100
8,"abundance",0.4,2,77,"bray",0.28,100
8,"abundance",0.4,2,77,"euclidean",0.15,100
8,"abundance",0.4,2,77,"jaccard",0.26,100
8,"abundance",0.4,2,77,"unifrac_unweighted",0.06,100
8,"abundance",0.4,2,77,"unifrac_weighted_phyloseq",0.53,100
8,"abundance",0.45,2,77,"GLaD_0.5_unweighted",0.05,100
8,"abundance",0.45,2,77,"GLaD_0.5_weighted",0.53,100
8,"abundance",0.45,2,77,"GLaD_1_unweighted",0.04,100
8,"abundance",0.45,2,77,"GLaD_1_weighted",0.59,100
8,"abundance",0.45,2,77,"GUniFrac",0.5,100
8,"abundance",0.45,2,77,"aitchison",0.05,100
8,"abundance",0.45,2,77,"bray",0.36,100
8,"abundance",0.45,2,77,"euclidean",0.21,100
8,"abundance",0.45,2,77,"jaccard",0.37,100
8,"abundance",0.45,2,77,"unifrac_unweighted",0.05,100
8,"abundance",0.45,2,77,"unifrac_weighted_phyloseq",0.56,100
8,"abundance",0.5,2,77,"GLaD_0.5_unweighted",0.04,100
8,"abundance",0.5,2,77,"GLaD_0.5_weighted",0.69,100
8,"abundance",0.5,2,77,"GLaD_1_unweighted",0.05,100
8,"abundance",0.5,2,77,"GLaD_1_weighted",0.73,100
8,"abundance",0.5,2,77,"GUniFrac",0.65,100
8,"abundance",0.5,2,77,"aitchison",0.05,100
8,"abundance",0.5,2,77,"bray",0.44,100
8,"abundance",0.5,2,77,"euclidean",0.32,100
8,"abundance",0.5,2,77,"jaccard",0.41,100
8,"abundance",0.5,2,77,"unifrac_unweighted",0.03,100
8,"abundance",0.5,2,77,"unifrac_weighted_phyloseq",0.72,100
8,"abundance",0.55,2,77,"GLaD_0.5_unweighted",0.06,100
8,"abundance",0.55,2,77,"GLaD_0.5_weighted",0.85,100
8,"abundance",0.55,2,77,"GLaD_1_unweighted",0.04,100
8,"abundance",0.55,2,77,"GLaD_1_weighted",0.9,100
8,"abundance",0.55,2,77,"GUniFrac",0.8,100
8,"abundance",0.55,2,77,"aitchison",0.1,100
8,"abundance",0.55,2,77,"bray",0.59,100
8,"abundance",0.55,2,77,"euclidean",0.49,100
8,"abundance",0.55,2,77,"jaccard",0.59,100
8,"abundance",0.55,2,77,"unifrac_unweighted",0.03,100
8,"abundance",0.55,2,77,"unifrac_weighted_phyloseq",0.86,100
8,"abundance",0.6,2,77,"GLaD_0.5_unweighted",0.11,100
8,"abundance",0.6,2,77,"GLaD_0.5_weighted",0.86,100
8,"abundance",0.6,2,77,"GLaD_1_unweighted",0.02,100
8,"abundance",0.6,2,77,"GLaD_1_weighted",0.87,100
8,"abundance",0.6,2,77,"GUniFrac",0.83,100
8,"abundance",0.6,2,77,"aitchison",0.1,100
8,"abundance",0.6,2,77,"bray",0.58,100
8,"abundance",0.6,2,77,"euclidean",0.4,100
8,"abundance",0.6,2,77,"jaccard",0.59,100
8,"abundance",0.6,2,77,"unifrac_unweighted",0.09,100
8,"abundance",0.6,2,77,"unifrac_weighted_phyloseq",0.89,100
8,"abundance",0.65,2,77,"GLaD_0.5_unweighted",0.07,100
8,"abundance",0.65,2,77,"GLaD_0.5_weighted",0.91,100
8,"abundance",0.65,2,77,"GLaD_1_unweighted",0.05,100
8,"abundance",0.65,2,77,"GLaD_1_weighted",0.92,100
8,"abundance",0.65,2,77,"GUniFrac",0.92,100
8,"abundance",0.65,2,77,"aitchison",0.15,100
8,"abundance",0.65,2,77,"bray",0.76,100
8,"abundance",0.65,2,77,"euclidean",0.58,100
8,"abundance",0.65,2,77,"jaccard",0.74,100
8,"abundance",0.65,2,77,"unifrac_unweighted",0.06,100
8,"abundance",0.65,2,77,"unifrac_weighted_phyloseq",0.93,100
8,"abundance",0.7,2,77,"GLaD_0.5_unweighted",0.04,100
8,"abundance",0.7,2,77,"GLaD_0.5_weighted",0.93,100
8,"abundance",0.7,2,77,"GLaD_1_unweighted",0.03,100
8,"abundance",0.7,2,77,"GLaD_1_weighted",0.93,100
8,"abundance",0.7,2,77,"GUniFrac",0.95,100
8,"abundance",0.7,2,77,"aitchison",0.13,100
8,"abundance",0.7,2,77,"bray",0.85,100
8,"abundance",0.7,2,77,"euclidean",0.57,100
8,"abundance",0.7,2,77,"jaccard",0.84,100
8,"abundance",0.7,2,77,"unifrac_unweighted",0.05,100
8,"abundance",0.7,2,77,"unifrac_weighted_phyloseq",0.93,100
8,"abundance",0.75,2,77,"GLaD_0.5_unweighted",0.03,100
8,"abundance",0.75,2,77,"GLaD_0.5_weighted",0.97,100
8,"abundance",0.75,2,77,"GLaD_1_unweighted",0.1,100
8,"abundance",0.75,2,77,"GLaD_1_weighted",0.97,100
8,"abundance",0.75,2,77,"GUniFrac",0.99,100
8,"abundance",0.75,2,77,"aitchison",0.09,100
8,"abundance",0.75,2,77,"bray",0.83,100
8,"abundance",0.75,2,77,"euclidean",0.59,100
8,"abundance",0.75,2,77,"jaccard",0.85,100
8,"abundance",0.75,2,77,"unifrac_unweighted",0.02,100
8,"abundance",0.75,2,77,"unifrac_weighted_phyloseq",0.99,100
8,"abundance",0.8,2,77,"GLaD_0.5_unweighted",0.06,100
8,"abundance",0.8,2,77,"GLaD_0.5_weighted",0.96,100
8,"abundance",0.8,2,77,"GLaD_1_unweighted",0.04,100
8,"abundance",0.8,2,77,"GLaD_1_weighted",0.96,100
8,"abundance",0.8,2,77,"GUniFrac",0.99,100
8,"abundance",0.8,2,77,"aitchison",0.14,100
8,"abundance",0.8,2,77,"bray",0.88,100
8,"abundance",0.8,2,77,"euclidean",0.68,100
8,"abundance",0.8,2,77,"jaccard",0.87,100
8,"abundance",0.8,2,77,"unifrac_unweighted",0.03,100
8,"abundance",0.8,2,77,"unifrac_weighted_phyloseq",0.98,100
8,"abundance",0.85,2,77,"GLaD_0.5_unweighted",0.05,100
8,"abundance",0.85,2,77,"GLaD_0.5_weighted",1,100
8,"abundance",0.85,2,77,"GLaD_1_unweighted",0.05,100
8,"abundance",0.85,2,77,"GLaD_1_weighted",1,100
8,"abundance",0.85,2,77,"GUniFrac",1,100
8,"abundance",0.85,2,77,"aitchison",0.18,100
8,"abundance",0.85,2,77,"bray",0.94,100
8,"abundance",0.85,2,77,"euclidean",0.76,100
8,"abundance",0.85,2,77,"jaccard",0.94,100
8,"abundance",0.85,2,77,"unifrac_unweighted",0.02,100
8,"abundance",0.85,2,77,"unifrac_weighted_phyloseq",1,100
8,"abundance",0.9,2,77,"GLaD_0.5_unweighted",0.05,100
8,"abundance",0.9,2,77,"GLaD_0.5_weighted",1,100
8,"abundance",0.9,2,77,"GLaD_1_unweighted",0.05,100
8,"abundance",0.9,2,77,"GLaD_1_weighted",1,100
8,"abundance",0.9,2,77,"GUniFrac",1,100
8,"abundance",0.9,2,77,"aitchison",0.15,100
8,"abundance",0.9,2,77,"bray",0.99,100
8,"abundance",0.9,2,77,"euclidean",0.86,100
8,"abundance",0.9,2,77,"jaccard",0.99,100
8,"abundance",0.9,2,77,"unifrac_unweighted",0.08,100
8,"abundance",0.9,2,77,"unifrac_weighted_phyloseq",1,100
8,"abundance",0.95,2,77,"GLaD_0.5_unweighted",0.07,100
8,"abundance",0.95,2,77,"GLaD_0.5_weighted",1,100
8,"abundance",0.95,2,77,"GLaD_1_unweighted",0.03,100
8,"abundance",0.95,2,77,"GLaD_1_weighted",1,100
8,"abundance",0.95,2,77,"GUniFrac",1,100
8,"abundance",0.95,2,77,"aitchison",0.14,100
8,"abundance",0.95,2,77,"bray",0.98,100
8,"abundance",0.95,2,77,"euclidean",0.84,100
8,"abundance",0.95,2,77,"jaccard",0.97,100
8,"abundance",0.95,2,77,"unifrac_unweighted",0.04,100
8,"abundance",0.95,2,77,"unifrac_weighted_phyloseq",1,100
8,"abundance",1,2,77,"GLaD_0.5_unweighted",0.07,100
8,"abundance",1,2,77,"GLaD_0.5_weighted",1,100
8,"abundance",1,2,77,"GLaD_1_unweighted",0.02,100
8,"abundance",1,2,77,"GLaD_1_weighted",1,100
8,"abundance",1,2,77,"GUniFrac",1,100
8,"abundance",1,2,77,"aitchison",0.23,100
8,"abundance",1,2,77,"bray",0.99,100
8,"abundance",1,2,77,"euclidean",0.9,100
8,"abundance",1,2,77,"jaccard",0.99,100
8,"abundance",1,2,77,"unifrac_unweighted",0.04,100
8,"abundance",1,2,77,"unifrac_weighted_phyloseq",1,100
8,"both",0.05,2,77,"GLaD_0.5_unweighted",0,100
8,"both",0.05,2,77,"GLaD_0.5_weighted",0.08,100
8,"both",0.05,2,77,"GLaD_1_unweighted",0.04,100
8,"both",0.05,2,77,"GLaD_1_weighted",0.08,100
8,"both",0.05,2,77,"GUniFrac",0.05,100
8,"both",0.05,2,77,"aitchison",0.02,100
8,"both",0.05,2,77,"bray",0.05,100
8,"both",0.05,2,77,"euclidean",0.05,100
8,"both",0.05,2,77,"jaccard",0.08,100
8,"both",0.05,2,77,"unifrac_unweighted",0.02,100
8,"both",0.05,2,77,"unifrac_weighted_phyloseq",0.06,100
8,"both",0.1,2,77,"GLaD_0.5_unweighted",0.09,100
8,"both",0.1,2,77,"GLaD_0.5_weighted",0.05,100
8,"both",0.1,2,77,"GLaD_1_unweighted",0.07,100
8,"both",0.1,2,77,"GLaD_1_weighted",0.1,100
8,"both",0.1,2,77,"GUniFrac",0.06,100
8,"both",0.1,2,77,"aitchison",0.07,100
8,"both",0.1,2,77,"bray",0.08,100
8,"both",0.1,2,77,"euclidean",0.1,100
8,"both",0.1,2,77,"jaccard",0.08,100
8,"both",0.1,2,77,"unifrac_unweighted",0.07,100
8,"both",0.1,2,77,"unifrac_weighted_phyloseq",0.08,100
8,"both",0.15,2,77,"GLaD_0.5_unweighted",0.06,100
8,"both",0.15,2,77,"GLaD_0.5_weighted",0.2,100
8,"both",0.15,2,77,"GLaD_1_unweighted",0.07,100
8,"both",0.15,2,77,"GLaD_1_weighted",0.21,100
8,"both",0.15,2,77,"GUniFrac",0.12,100
8,"both",0.15,2,77,"aitchison",0.08,100
8,"both",0.15,2,77,"bray",0.04,100
8,"both",0.15,2,77,"euclidean",0.05,100
8,"both",0.15,2,77,"jaccard",0.05,100
8,"both",0.15,2,77,"unifrac_unweighted",0.02,100
8,"both",0.15,2,77,"unifrac_weighted_phyloseq",0.16,100
8,"both",0.2,2,77,"GLaD_0.5_unweighted",0.1,100
8,"both",0.2,2,77,"GLaD_0.5_weighted",0.21,100
8,"both",0.2,2,77,"GLaD_1_unweighted",0.08,100
8,"both",0.2,2,77,"GLaD_1_weighted",0.24,100
8,"both",0.2,2,77,"GUniFrac",0.13,100
8,"both",0.2,2,77,"aitchison",0.17,100
8,"both",0.2,2,77,"bray",0.08,100
8,"both",0.2,2,77,"euclidean",0.05,100
8,"both",0.2,2,77,"jaccard",0.08,100
8,"both",0.2,2,77,"unifrac_unweighted",0.1,100
8,"both",0.2,2,77,"unifrac_weighted_phyloseq",0.18,100
8,"both",0.25,2,77,"GLaD_0.5_unweighted",0.12,100
8,"both",0.25,2,77,"GLaD_0.5_weighted",0.25,100
8,"both",0.25,2,77,"GLaD_1_unweighted",0.05,100
8,"both",0.25,2,77,"GLaD_1_weighted",0.28,100
8,"both",0.25,2,77,"GUniFrac",0.17,100
8,"both",0.25,2,77,"aitchison",0.14,100
8,"both",0.25,2,77,"bray",0.12,100
8,"both",0.25,2,77,"euclidean",0.09,100
8,"both",0.25,2,77,"jaccard",0.12,100
8,"both",0.25,2,77,"unifrac_unweighted",0.1,100
8,"both",0.25,2,77,"unifrac_weighted_phyloseq",0.23,100
8,"both",0.3,2,77,"GLaD_0.5_unweighted",0.12,100
8,"both",0.3,2,77,"GLaD_0.5_weighted",0.39,100
8,"both",0.3,2,77,"GLaD_1_unweighted",0.05,100
8,"both",0.3,2,77,"GLaD_1_weighted",0.48,100
8,"both",0.3,2,77,"GUniFrac",0.41,100
8,"both",0.3,2,77,"aitchison",0.2,100
8,"both",0.3,2,77,"bray",0.16,100
8,"both",0.3,2,77,"euclidean",0.12,100
8,"both",0.3,2,77,"jaccard",0.15,100
8,"both",0.3,2,77,"unifrac_unweighted",0.07,100
8,"both",0.3,2,77,"unifrac_weighted_phyloseq",0.39,100
8,"both",0.35,2,77,"GLaD_0.5_unweighted",0.21,100
8,"both",0.35,2,77,"GLaD_0.5_weighted",0.51,100
8,"both",0.35,2,77,"GLaD_1_unweighted",0.1,100
8,"both",0.35,2,77,"GLaD_1_weighted",0.53,100
8,"both",0.35,2,77,"GUniFrac",0.52,100
8,"both",0.35,2,77,"aitchison",0.27,100
8,"both",0.35,2,77,"bray",0.27,100
8,"both",0.35,2,77,"euclidean",0.13,100
8,"both",0.35,2,77,"jaccard",0.23,100
8,"both",0.35,2,77,"unifrac_unweighted",0.15,100
8,"both",0.35,2,77,"unifrac_weighted_phyloseq",0.5,100
8,"both",0.4,2,77,"GLaD_0.5_unweighted",0.21,100
8,"both",0.4,2,77,"GLaD_0.5_weighted",0.66,100
8,"both",0.4,2,77,"GLaD_1_unweighted",0.12,100
8,"both",0.4,2,77,"GLaD_1_weighted",0.68,100
8,"both",0.4,2,77,"GUniFrac",0.7,100
8,"both",0.4,2,77,"aitchison",0.43,100
8,"both",0.4,2,77,"bray",0.35,100
8,"both",0.4,2,77,"euclidean",0.22,100
8,"both",0.4,2,77,"jaccard",0.35,100
8,"both",0.4,2,77,"unifrac_unweighted",0.12,100
8,"both",0.4,2,77,"unifrac_weighted_phyloseq",0.72,100
8,"both",0.45,2,77,"GLaD_0.5_unweighted",0.35,100
8,"both",0.45,2,77,"GLaD_0.5_weighted",0.8,100
8,"both",0.45,2,77,"GLaD_1_unweighted",0.09,100
8,"both",0.45,2,77,"GLaD_1_weighted",0.81,100
8,"both",0.45,2,77,"GUniFrac",0.85,100
